            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2348727.500000000, A.D. 1718-Jul-01 00:00:00.0000, -4.602785618714679E+01, -8.359864728808642E+00,  2.423912049235211E+01,
2348758.500000000, A.D. 1718-Aug-01 00:00:00.0000, -4.602280622244531E+01, -8.426632397726038E+00,  2.422955302521037E+01,
2348789.500000000, A.D. 1718-Sep-01 00:00:00.0000, -4.601766043782933E+01, -8.493389595638549E+00,  2.421993823989543E+01,
2348819.500000000, A.D. 1718-Oct-01 00:00:00.0000, -4.601258859741522E+01, -8.557983583953382E+00,  2.421058853719179E+01,
2348850.500000000, A.D. 1718-Nov-01 00:00:00.0000, -4.600725171541796E+01, -8.624720512828789E+00,  2.420088058639779E+01,
2348880.500000000, A.D. 1718-Dec-01 00:00:00.0000, -4.600199296010425E+01, -8.689294108798231E+00,  2.419144065796794E+01,
2348911.500000000, A.D. 1719-Jan-01 00:00:00.0000, -4.599646150015480E+01, -8.756007706919732E+00,  2.418163949834625E+01,
2348942.500000000, A.D. 1719-Feb-01 00:00:00.0000, -4.599083166468441E+01, -8.822707907509134E+00,  2.417179110240610E+01,
2348970.500000000, A.D. 1719-Mar-01 00:00:00.0000, -4.598566214020488E+01, -8.882941625190000E+00,  2.416285519348283E+01,
2349001.500000000, A.D. 1719-Apr-01 00:00:00.0000, -4.597984522869434E+01, -8.949615816339076E+00,  2.415291699076695E+01,
2349031.500000000, A.D. 1719-May-01 00:00:00.0000, -4.597412212908450E+01, -9.014126227690351E+00,  2.414325446626112E+01,
2349062.500000000, A.D. 1719-Jun-01 00:00:00.0000, -4.596811007644320E+01, -9.080773050662970E+00,  2.413322336642093E+01,
2349092.500000000, A.D. 1719-Jul-01 00:00:00.0000, -4.596219653952283E+01, -9.145254907516447E+00,  2.412347087471389E+01,
2349123.500000000, A.D. 1719-Aug-01 00:00:00.0000, -4.595598781955137E+01, -9.211869298334475E+00,  2.411334685639339E+01,
2349154.500000000, A.D. 1719-Sep-01 00:00:00.0000, -4.594968012884292E+01, -9.278465546062451E+00,  2.410317566907439E+01,
2349184.500000000, A.D. 1719-Oct-01 00:00:00.0000, -4.594348303294312E+01, -9.342895926846658E+00,  2.409328778638082E+01,
2349215.500000000, A.D. 1719-Nov-01 00:00:00.0000, -4.593698418508448E+01, -9.409456854148592E+00,  2.408302405103134E+01,
2349245.500000000, A.D. 1719-Dec-01 00:00:00.0000, -4.593060214257904E+01, -9.473854859911347E+00,  2.407304661056352E+01,
2349276.500000000, A.D. 1720-Jan-01 00:00:00.0000, -4.592391042178043E+01, -9.540383214821826E+00,  2.406269030558572E+01,
2349307.500000000, A.D. 1720-Feb-01 00:00:00.0000, -4.591711879665810E+01, -9.606894571561025E+00,  2.405228690575753E+01,
2349336.500000000, A.D. 1720-Mar-01 00:00:00.0000, -4.591067391814096E+01, -9.669097769533836E+00,  2.404251205601456E+01,
2349367.500000000, A.D. 1720-Apr-01 00:00:00.0000, -4.590368742558555E+01, -9.735570664686421E+00,  2.403201760059042E+01,
2349397.500000000, A.D. 1720-May-01 00:00:00.0000, -4.589683173030797E+01, -9.799878670690642E+00,  2.402181698148563E+01,
2349428.500000000, A.D. 1720-Jun-01 00:00:00.0000, -4.588965062506804E+01, -9.866308442518678E+00,  2.401123021644348E+01,
2349458.500000000, A.D. 1720-Jul-01 00:00:00.0000, -4.588260826235110E+01, -9.930574391470611E+00,  2.400094037535436E+01,
2349489.500000000, A.D. 1720-Aug-01 00:00:00.0000, -4.587523489921495E+01, -9.996961552002787E+00,  2.399026140640242E+01,
2349520.500000000, A.D. 1720-Sep-01 00:00:00.0000, -4.586776293086563E+01, -1.006332674753448E+01,  2.397953551924267E+01,
2349550.500000000, A.D. 1720-Oct-01 00:00:00.0000, -4.586043812687601E+01, -1.012752929206017E+01,  2.396911098264347E+01,
2349581.500000000, A.D. 1720-Nov-01 00:00:00.0000, -4.585277233049724E+01, -1.019384860169959E+01,  2.395829283212225E+01,
2349611.500000000, A.D. 1720-Dec-01 00:00:00.0000, -4.584526081670820E+01, -1.025800509995435E+01,  2.394777911077033E+01,
2349642.500000000, A.D. 1721-Jan-01 00:00:00.0000, -4.583740388545146E+01, -1.032427603771387E+01,  2.393686900503093E+01,
2349673.500000000, A.D. 1721-Feb-01 00:00:00.0000, -4.582945021592285E+01, -1.039052318872803E+01,  2.392591221160620E+01,
2349701.500000000, A.D. 1721-Mar-01 00:00:00.0000, -4.582218258282732E+01, -1.045033878072813E+01,  2.391597564077173E+01,
2349732.500000000, A.D. 1721-Apr-01 00:00:00.0000, -4.581404299441548E+01, -1.051654006485720E+01,  2.390493001218618E+01,
2349762.500000000, A.D. 1721-May-01 00:00:00.0000, -4.580607171629840E+01, -1.058058155019892E+01,  2.389419618391847E+01,
2349793.500000000, A.D. 1721-Jun-01 00:00:00.0000, -4.579773765053890E+01, -1.064673049494626E+01,  2.388305863012508E+01,
