period,period_dot,class
1.2728416,1.267E-15,RADIO PULSAR
4.137538524,1.753E-14,RADIO PULSAR
0.145654719,8E-19,RADIO PULSAR
0.813671986,6.49304E-13,RADIO PULSAR
0.837365302,5.834E-15,RADIO PULSAR
1.296850239,1.95E-15,RADIO PULSAR
0.67008587,8.47E-17,RADIO PULSAR
0.293928189,1.7476E-14,RADIO PULSAR
0.710830079,7.6893E-14,RADIO PULSAR
0.865970963,1.24E-15,RADIO PULSAR
1.204643889,2.071E-14,RADIO PULSAR
0.265072236,3.07E-16,RADIO PULSAR
0.6539,,RADIO PULSAR
0.53681,,RADIO PULSAR
0.228568673,1.50699E-14,RADIO PULSAR
0.628305879,2.248E-16,RADIO PULSAR
0.547202119,3.0763E-15,RADIO PULSAR
0.307074219,2.07122E-15,RADIO PULSAR
1.872994377,1.4E-17,RADIO PULSAR
0.575971412,2.2287E-14,RADIO PULSAR
0.004108786,2.7E-20,RADIO PULSAR
0.004578833,,RADIO PULSAR
,,RADIO PULSAR
0.00686786,,RADIO PULSAR
0.004207717,,RADIO PULSAR
0.2976922,6.55E-15,RADIO PULSAR
0.266473637,1.5603E-15,RADIO PULSAR
0.004791869,2.8E-20,RADIO PULSAR
0.7639335,4.8E-15,RADIO PULSAR
0.203552878,1.9926E-15,RADIO PULSAR
0.448723249,4.148E-15,RADIO PULSAR
1.165741387,4.44E-15,RADIO PULSAR
0.559071333,1.4178E-14,RADIO PULSAR
0.527465874,4.961E-15,RADIO PULSAR
0.517430025,4.21054E-14,RADIO PULSAR
0.382376722,6.33819E-16,RADIO PULSAR
0.137054658,5.3E-19,RADIO PULSAR
0.3693649,,RADIO PULSAR
0.555824216,8.33E-16,RADIO PULSAR
0.140745806,1.7305E-15,RADIO PULSAR
0.32563329,7.768E-16,RADIO PULSAR
0.575072383,1.362E-14,RADIO PULSAR
0.125962232,7.5E-16,RADIO PULSAR
0.742353603,1.29787E-15,RADIO PULSAR
0.007602203,2.79E-20,RADIO PULSAR
2.20317,,RADIO PULSAR
0.557036197,4.95887E-14,RADIO PULSAR
1.058833044,5.259E-16,RADIO PULSAR
0.178352043,8.061E-16,RADIO PULSAR
0.064686131,7.26269E-15,RADIO PULSAR
0.154046599,5.93E-14,RADIO PULSAR
0.886612497,2.098E-15,RADIO PULSAR
0.2509406,,RADIO PULSAR
0.441995131,8.7494E-14,RADIO PULSAR
1.709154495,7.602E-14,RADIO PULSAR
0.412401047,3.38E-17,RADIO PULSAR
0.249608955,5.01E-16,RADIO PULSAR
0.364835,,RADIO PULSAR
0.871242606,6.1E-17,RADIO PULSAR
0.164957688,2.37335E-14,RADIO PULSAR
0.877239078,3.8E-17,RADIO PULSAR
0.567080222,1.64665E-14,RADIO PULSAR
0.278154768,5.14818E-14,RADIO PULSAR
0.264557926,2.8879E-15,RADIO PULSAR
0.052,,RADIO PULSAR
0.455078202,2.00892E-14,RADIO PULSAR
0.118773346,3.19094E-15,RADIO PULSAR
0.71750809,2.9974E-14,RADIO PULSAR
0.003575289,5.24544E-20,RADIO PULSAR
1.984597367,3.1722E-15,RADIO PULSAR
0.590472788,7.507E-15,RADIO PULSAR
0.00504,,RADIO PULSAR
0.370141128,8.2788E-15,RADIO PULSAR
0.988280597,1.49E-16,RADIO PULSAR
0.322908567,5.193E-16,RADIO PULSAR
2.791025178,1.666E-14,RADIO PULSAR
0.157284525,2.8024E-16,RADIO PULSAR
1.297836838,2.612E-15,RADIO PULSAR
1.347899473,8.283E-15,RADIO PULSAR
0.517443204,8.19E-15,RADIO PULSAR
0.950977,,RADIO PULSAR
1.59474555,3.6E-15,RADIO PULSAR
0.007474224,1.7664E-20,RADIO PULSAR
1.046809877,1.488E-14,RADIO PULSAR
1.769827846,1.56E-15,RADIO PULSAR
0.237390393,3.1825E-14,RADIO PULSAR
0.380869799,1.6061E-14,RADIO PULSAR
1.309108787,3.51E-15,RADIO PULSAR
0.629631536,1.854E-15,RADIO PULSAR
0.436506697,6.2026E-15,RADIO PULSAR
0.252869847,5.755E-16,RADIO PULSAR
0.345602949,5.4E-19,RADIO PULSAR
1.3892,,RADIO PULSAR
1.747293489,1.43E-14,RADIO PULSAR
1.257511493,3.031E-16,RADIO PULSAR
0.206648509,4.6715E-14,RADIO PULSAR
0.568056627,,RADIO PULSAR
0.353293033,2.5E-17,RADIO PULSAR
0.257056098,1.01916E-15,RADIO PULSAR
0.429922423,2.578E-15,RADIO PULSAR
0.609607142,8.205E-15,RADIO PULSAR
1.221425959,1.8E-16,RADIO PULSAR
2.123505704,3.3E-15,RADIO PULSAR
0.674060361,1.88E-16,RADIO PULSAR
0.326786221,2.09462E-14,RADIO PULSAR
0.75553541,4E-17,RADIO PULSAR
0.943871298,6.1E-16,RADIO PULSAR
0.3083536,,RADIO PULSAR
5.763777003,1.165E-14,RADIO PULSAR
0.117802006,1.60583E-15,RADIO PULSAR
0.468401604,4.05E-17,RADIO PULSAR
0.233164076,7.992E-16,RADIO PULSAR
0.1739106,,RADIO PULSAR
0.457681471,5.051E-15,RADIO PULSAR
0.006385729,1.2366E-20,RADIO PULSAR
0.311673518,1.279E-15,RADIO PULSAR
7.707183007,9.5E-15,RADIO PULSAR
0.865235334,7.37E-15,RADIO PULSAR
0.218554096,3.738E-16,RADIO PULSAR
1.16989,,RADIO PULSAR
0.587558978,1.5E-17,RADIO PULSAR
0.532698803,3.014E-15,RADIO PULSAR
0.650836872,2.155E-16,RADIO PULSAR
,,RADIO PULSAR
0.351111862,2.5E-15,RADIO PULSAR
0.2867585,1.58435E-15,RADIO PULSAR
0.870711559,4.4E-17,RADIO PULSAR
0.231603329,1.12753E-13,RADIO PULSAR
1.121944194,2.5E-17,RADIO PULSAR
1.735898235,8E-16,RADIO PULSAR
0.309398366,1.669E-17,RADIO PULSAR
0.890594496,5.696E-15,RADIO PULSAR
0.77136654,3.62E-15,RADIO PULSAR
0.916937523,1.5649E-15,RADIO PULSAR
0.222561103,7.12E-17,RADIO PULSAR
0.102618288,2.666E-17,RADIO PULSAR
0.036022209,,RADIO PULSAR
5.977492737,1.1994E-13,RADIO PULSAR
0.474381435,1.71E-16,RADIO PULSAR
0.419279741,1.5E-17,RADIO PULSAR
0.240523865,2.23776E-13,RADIO PULSAR
0.616979044,6.506E-15,RADIO PULSAR
0.840679981,1.1E-16,RADIO PULSAR
1.166449004,4.279E-14,RADIO PULSAR
0.215508473,9.77978E-15,RADIO PULSAR
0.2354752,3.921E-16,RADIO PULSAR
0.18094,,RADIO PULSAR
0.329186858,3.3012E-16,RADIO PULSAR
0.364591498,1.00525E-15,RADIO PULSAR
0.573745359,8.76E-16,RADIO PULSAR
0.612558241,4.81E-15,RADIO PULSAR
2.273,,RADIO PULSAR
1.095452158,9.77E-16,RADIO PULSAR
0.965173295,1.8769E-15,RADIO PULSAR
0.844080632,4.746E-15,RADIO PULSAR
1.101554693,5.115E-14,RADIO PULSAR
0.510929369,1.0088E-14,RADIO PULSAR
0.738435606,1.32E-15,RADIO PULSAR
2.436795432,6.81E-16,RADIO PULSAR
2.015262997,8.01E-15,RADIO PULSAR
0.396728235,3.47811E-15,RADIO PULSAR
,,RADIO PULSAR
0.227564958,1.14E-17,RADIO PULSAR
3.42846631,1.8129E-14,RADIO PULSAR
1.798069,,RADIO PULSAR
0.306166988,7.834E-16,RADIO PULSAR
0.456511945,4.5864E-16,RADIO PULSAR
1.023152,,RADIO PULSAR
0.8126,,RADIO PULSAR
0.121117759,4.28088E-15,RADIO PULSAR
0.586485556,6.212E-16,RADIO PULSAR
0.323434056,6.61E-16,RADIO PULSAR
0.551241254,8.8E-18,RADIO PULSAR
0.570409236,2.69E-16,RADIO PULSAR
0.757118945,1.31944E-15,RADIO PULSAR
0.286561229,1.02E-16,RADIO PULSAR
1.273945126,1.3E-16,RADIO PULSAR
0.751625423,3.53848E-15,RADIO PULSAR
0.627980684,1.2838E-14,RADIO PULSAR
0.308917679,1.98E-17,RADIO PULSAR
0.512242093,1.739E-15,RADIO PULSAR
0.943157883,7.9536E-15,RADIO PULSAR
11.37038593,5.6E-14,RADIO PULSAR
0.54544556,1.975E-17,RADIO PULSAR
0.432866134,4.0705E-15,RADIO PULSAR
1.036067273,2.882E-15,RADIO PULSAR
0.526556139,3.955E-16,RADIO PULSAR
0.861067407,3.471E-14,RADIO PULSAR
0.5484192,,RADIO PULSAR
0.498978066,5.41E-17,RADIO PULSAR
0.887719456,3.703E-15,RADIO PULSAR
0.581017696,1.92023E-15,RADIO PULSAR
2.355278193,4.43E-16,RADIO PULSAR
0.397857447,1.223E-14,RADIO PULSAR
0.349928508,1.75E-15,RADIO PULSAR
1.465071375,2.79E-15,RADIO PULSAR
0.374920736,1.37504E-15,RADIO PULSAR
0.09213212,,RADIO PULSAR
0.00220453,,RADIO PULSAR
2.072154598,3.0327E-15,RADIO PULSAR
0.324187,,RADIO PULSAR
1.019371557,4.4E-16,RADIO PULSAR
0.866342509,2.3E-16,RADIO PULSAR
0.63055126,1.1966E-15,RADIO PULSAR
0.283791854,9.9E-17,RADIO PULSAR
0.356849313,9.63E-17,RADIO PULSAR
0.189094493,1.6676E-15,RADIO PULSAR
0.882778266,3.33E-15,RADIO PULSAR
0.561778329,3.624E-15,RADIO PULSAR
0.311812765,2.87E-15,RADIO PULSAR
0.005778747,,RADIO PULSAR
0.0055648,,RADIO PULSAR
0.004990575,7E-22,RADIO PULSAR
0.0043294,,RADIO PULSAR
0.0045544,,RADIO PULSAR
0.0326542,,RADIO PULSAR
0.0038028,,RADIO PULSAR
0.0055061,,RADIO PULSAR
0.0066329,,RADIO PULSAR
0.0029588,,RADIO PULSAR
0.004692,,RADIO PULSAR
0.0047978,,RADIO PULSAR
0.0028163,,RADIO PULSAR
0.0055959,,RADIO PULSAR
0.0055679,,RADIO PULSAR
1.016349195,8.2E-17,RADIO PULSAR
1.085520615,3.3E-17,RADIO PULSAR
0.49919589,2.37E-16,RADIO PULSAR
0.341772477,2E-17,RADIO PULSAR
0.77113024,5.9E-16,RADIO PULSAR
0.318941483,6.06031E-14,RADIO PULSAR
0.3924514,,RADIO PULSAR
1.703945706,8.1E-16,RADIO PULSAR
0.778149,,RADIO PULSAR
0.0925277,,RADIO PULSAR
0.586778418,,RADIO PULSAR
0.866349285,4.01E-16,RADIO PULSAR
0.407292274,1.5851E-16,RADIO PULSAR
0.854481664,1.927E-14,RADIO PULSAR
0.770909761,3.91E-17,RADIO PULSAR
8.509827491,4.96E-16,RADIO PULSAR
0.390327977,3.78E-16,RADIO PULSAR
2.417605394,1.90612E-14,RADIO PULSAR
0.512212355,1.7122E-15,RADIO PULSAR
0.172444361,1.55E-18,RADIO PULSAR
1.073566584,1.2169E-14,RADIO PULSAR
1.096806003,8.892E-16,RADIO PULSAR
0.011987309,5.408E-20,RADIO PULSAR
0.560503533,5E-18,RADIO PULSAR
0.482595929,4.49E-17,RADIO PULSAR
0.278493947,3.74442E-14,RADIO PULSAR
0.907,,RADIO PULSAR
0.374,,RADIO PULSAR
0.977,,RADIO PULSAR
0.677683912,1.096E-15,RADIO PULSAR
0.928107508,4.397E-15,RADIO PULSAR
0.004791823,5E-20,RADIO PULSAR
1.526085076,3.59E-15,RADIO PULSAR
0.666804,,RADIO PULSAR
2.062386258,2.3E-14,RADIO PULSAR
1.149498918,8.2E-16,RADIO PULSAR
0.464106314,9.2E-16,RADIO PULSAR
1.600114042,1.7741E-13,RADIO PULSAR
1.193439199,2E-15,RADIO PULSAR
0.586986163,7.86E-15,RADIO PULSAR
0.586287401,3E-15,RADIO PULSAR
1.373815121,5.8E-16,RADIO PULSAR
0.305037319,2.786E-15,RADIO PULSAR
0.88755,,RADIO PULSAR
0.384486784,5.802E-16,RADIO PULSAR
0.008486282,2.7E-20,RADIO PULSAR
1.225781996,8.6E-15,RADIO PULSAR
0.124836674,2.44257E-15,RADIO PULSAR
0.465364646,7.413E-15,RADIO PULSAR
0.526364586,4.438E-16,RADIO PULSAR
0.765795815,,RADIO PULSAR
1.577289085,4.1617E-15,RADIO PULSAR
0.698260601,7.7E-17,RADIO PULSAR
0.698352864,2.426E-15,RADIO PULSAR
6.443,,RADIO PULSAR
0.262025693,3.67E-17,RADIO PULSAR
0.30523445,1.1284E-14,RADIO PULSAR
7.05520287,2.98E-14,RADIO PULSAR
0.731462723,2.57E-15,RADIO PULSAR
0.002605672,,RADIO PULSAR
0.002947108,1.40254E-20,RADIO PULSAR
0.682418627,5.293E-15,RADIO PULSAR
0.615538243,7.2E-17,RADIO PULSAR
0.792659222,,RADIO PULSAR
2.184001347,1.3E-15,RADIO PULSAR
2.454618043,1.11231E-14,RADIO PULSAR
0.630313713,1.797E-14,RADIO PULSAR
3.378574253,1.61359E-12,RADIO PULSAR
0.337595,1.50446E-14,RADIO PULSAR
0.012786069,3.1E-20,RADIO PULSAR
1.289378778,2.621E-14,RADIO PULSAR
0.236179743,1.08629E-14,RADIO PULSAR
12.12256493,1.309E-14,RADIO PULSAR
0.939165479,7.35E-16,RADIO PULSAR
0.541404374,9.778E-15,RADIO PULSAR
0.006074542,1.92E-20,RADIO PULSAR
0.111600837,5.661E-18,RADIO PULSAR
0.005139937,4.928E-19,RADIO PULSAR
0.026568678,-9.96E-19,RADIO PULSAR
0.779628114,1.5E-16,RADIO PULSAR
0.632,,RADIO PULSAR
0.202724899,8.0285E-15,RADIO PULSAR
0.351124634,3.27E-17,RADIO PULSAR
0.571420529,2.8626E-16,RADIO PULSAR
2.191986896,4.21E-15,RADIO PULSAR
0.399192,,RADIO PULSAR
0.587566794,1.349E-16,RADIO PULSAR
2.988192686,7E-15,RADIO PULSAR
0.287431567,1.44E-15,RADIO PULSAR
0.399183352,4.4647E-15,RADIO PULSAR
0.569242225,8.66E-16,RADIO PULSAR
0.44785706,2.2675E-15,RADIO PULSAR
0.730133707,1.2752E-15,RADIO PULSAR
0.005557017,9.3E-22,RADIO PULSAR
0.387019397,2.02298E-15,RADIO PULSAR
1.494090615,4.324E-15,RADIO PULSAR
0.212316409,1.29E-16,RADIO PULSAR
1.319759042,7.9E-16,RADIO PULSAR
0.637,,RADIO PULSAR
0.397584746,6.1214E-15,RADIO PULSAR
1.42199,,RADIO PULSAR
0.860387839,1.2E-16,RADIO PULSAR
1.032471199,1.5E-14,RADIO PULSAR
0.0078,,RADIO PULSAR
0.141908589,1.2425E-16,RADIO PULSAR
1.116098409,1.6044E-15,RADIO PULSAR
0.280423859,2.51862E-14,RADIO PULSAR
0.56998,,RADIO PULSAR
1.110132444,1.21675E-12,RADIO PULSAR
0.458488407,1.9E-18,RADIO PULSAR
0.502802783,1.57E-15,RADIO PULSAR
0.392703893,7.816E-16,RADIO PULSAR
0.004505159,1.1421E-20,RADIO PULSAR
1.221707692,2.11E-14,RADIO PULSAR
0.126689999,,RADIO PULSAR
0.684013603,3.81E-17,RADIO PULSAR
0.705,,RADIO PULSAR
1.385603623,4E-16,RADIO PULSAR
0.493774734,1.49E-17,RADIO PULSAR
0.004784284,1.22818E-19,RADIO PULSAR
0.09982956,,RADIO PULSAR
0.361690596,5.712E-16,RADIO PULSAR
1.423101838,3.503E-15,RADIO PULSAR
0.692115696,4.20713E-15,RADIO PULSAR
0.332886679,4.02E-16,RADIO PULSAR
1.757205869,2.3767E-15,RADIO PULSAR
0.656299231,9.8036E-15,RADIO PULSAR
0.255426776,1.0756E-15,RADIO PULSAR
0.875137,,RADIO PULSAR
1.848918804,9.963E-16,RADIO PULSAR
0.927,,RADIO PULSAR
3.270241803,2.196E-14,RADIO PULSAR
0.6069003,,RADIO PULSAR
2.461051995,1.32E-15,RADIO PULSAR
1.1586,,RADIO PULSAR
1.267535703,6.32095E-15,RADIO PULSAR
0.959466,,RADIO PULSAR
0.633411983,3.372E-16,RADIO PULSAR
0.515000656,3.8978E-15,RADIO PULSAR
0.548227104,8.83E-15,RADIO PULSAR
0.544670547,2.8093E-14,RADIO PULSAR
0.291467801,4.65324E-16,RADIO PULSAR
1.245914634,4.1E-15,RADIO PULSAR
1.2712,,RADIO PULSAR
0.81627308,2.251E-15,RADIO PULSAR
0.730372511,8.9E-17,RADIO PULSAR
1.358307011,4.71283E-15,RADIO PULSAR
0.397,,RADIO PULSAR
0.003889,,RADIO PULSAR
0.350971731,2.60044E-14,RADIO PULSAR
0.719454779,3.53059E-15,RADIO PULSAR
0.364912242,7.0494E-15,RADIO PULSAR
1.260214059,9.2E-17,RADIO PULSAR
1.211785095,6.59829E-16,RADIO PULSAR
1.504834558,9.53E-16,RADIO PULSAR
2.161258927,7.534E-16,RADIO PULSAR
0.0644019,,RADIO PULSAR
1.150590428,2.3046E-16,RADIO PULSAR
6.193004085,7.05E-15,RADIO PULSAR
1.66672,,RADIO PULSAR
1.931626743,2.5E-16,RADIO PULSAR
0.768498945,7.94911E-16,RADIO PULSAR
0.007453584,7.2E-23,RADIO PULSAR
0.477157948,6.452E-16,RADIO PULSAR
0.877561237,1.97E-16,RADIO PULSAR
0.910362984,1.9652E-16,RADIO PULSAR
,,RADIO PULSAR
0.12347018,,RADIO PULSAR
0.1931054,1.05675E-14,RADIO PULSAR
2.414652315,1.20781E-13,RADIO PULSAR
0.948236974,7.25E-15,RADIO PULSAR
0.06082223,2.49E-19,RADIO PULSAR
0.549497698,3E-16,RADIO PULSAR
0.011109649,4.888E-20,RADIO PULSAR
0.883890454,2.648E-17,RADIO PULSAR
0.45043237,1.38756E-13,RADIO PULSAR
0.51810978,6.2232E-17,RADIO PULSAR
0.529440988,1.85836E-14,RADIO PULSAR
0.291341471,5.596E-17,RADIO PULSAR
1.066060871,2.1224E-14,RADIO PULSAR
8.391115532,6.983E-14,RADIO PULSAR
0.753047989,1.679E-15,RADIO PULSAR
0.1406677,,RADIO PULSAR
1.1037264,,RADIO PULSAR
1.030002112,1.24089E-15,RADIO PULSAR
0.538431789,1.9602E-15,RADIO PULSAR
1.078954947,3.7734E-15,RADIO PULSAR
0.284054345,2.92704E-15,RADIO PULSAR
2.382,,RADIO PULSAR
0.768672273,3.7334E-14,RADIO PULSAR
3.325,,RADIO PULSAR
0.541285681,1.62E-17,RADIO PULSAR
0.570313412,2.55043E-14,RADIO PULSAR
0.00394576,,RADIO PULSAR
0.239317178,2.1781E-15,RADIO PULSAR
0.763741848,5.8E-16,RADIO PULSAR
0.542935874,3.66E-17,RADIO PULSAR
0.367433725,1.06718E-14,RADIO PULSAR
2.77346077,8.92E-16,RADIO PULSAR
0.587476776,6.602E-16,RADIO PULSAR
0.330328052,6.1006E-17,RADIO PULSAR
0.650434491,5.603E-16,RADIO PULSAR
0.362051963,1.6485E-15,RADIO PULSAR
0.004394,,RADIO PULSAR
0.00302006,,RADIO PULSAR
0.378596492,2.99E-17,RADIO PULSAR
0.00513,,RADIO PULSAR
0.414383354,4.405E-16,RADIO PULSAR
0.405935963,2.24E-16,RADIO PULSAR
0.006091293,-1.8E-20,RADIO PULSAR
0.3827347,,RADIO PULSAR
1.893748694,8.99E-15,RADIO PULSAR
0.606886624,4.66124E-13,RADIO PULSAR
1.320490414,4.428E-15,RADIO PULSAR
0.009683961,-3.5795E-20,RADIO PULSAR
0.007612849,-6.413E-20,RADIO PULSAR
0.002294727,2.221E-19,RADIO PULSAR
0.003593852,-3.483E-19,RADIO PULSAR
0.003233737,3.103E-19,RADIO PULSAR
0.028404953,3.1E-19,RADIO PULSAR
0.00341777,1.257E-19,RADIO PULSAR
0.004608103,,RADIO PULSAR
0.005241566,-1.301E-19,RADIO PULSAR
0.609873649,7.87067E-15,RADIO PULSAR
0.004397,,RADIO PULSAR
0.00553,,RADIO PULSAR
0.00584,,RADIO PULSAR
0.007101393,4E-20,RADIO PULSAR
2.597027157,5.7E-17,RADIO PULSAR
1.092,,RADIO PULSAR
1.901,,RADIO PULSAR
,,RADIO PULSAR
0.098813976,6.13233E-14,RADIO PULSAR
0.443425288,8.2022E-14,RADIO PULSAR
1.273011,,RADIO PULSAR
0.043642639,7.3E-20,RADIO PULSAR
0.428340989,4.74E-16,RADIO PULSAR
0.027083183,2.4632E-19,RADIO PULSAR
0.223557829,6.342E-16,RADIO PULSAR
2.477567874,1.58437E-15,RADIO PULSAR
1.248616964,1.2441E-15,RADIO PULSAR
0.136961611,7.83699E-17,RADIO PULSAR
0.620448365,7.45999E-16,RADIO PULSAR
0.574400268,4.62847E-15,RADIO PULSAR
1.081910498,3.2923E-15,RADIO PULSAR
0.959447932,1.48834E-15,RADIO PULSAR
0.1873794,,RADIO PULSAR
0.982,,RADIO PULSAR
0.500254454,1.32412E-14,RADIO PULSAR
0.322886477,7.8749E-15,RADIO PULSAR
1.538426726,8.85E-15,RADIO PULSAR
0.0096,,RADIO PULSAR
0.301455878,8E-18,RADIO PULSAR
0.001492685,-7.57E-22,RADIO PULSAR
0.003914873,1.121E-20,RADIO PULSAR
0.945224316,1.25E-14,RADIO PULSAR
0.08585861,,RADIO PULSAR
0.625033913,9E-16,RADIO PULSAR
1.257787625,1.99E-15,RADIO PULSAR
1.077101491,1.34311E-12,RADIO PULSAR
1.478480373,1.27E-14,RADIO PULSAR
0.766706386,9.4E-17,RADIO PULSAR
1.300513146,5.78E-15,RADIO PULSAR
6.445036086,2.999E-14,RADIO PULSAR
0.1993,,RADIO PULSAR
0.001855733,7.5E-21,RADIO PULSAR
0.768184557,1.108E-15,RADIO PULSAR
3.3597,,RADIO PULSAR
0.6402295,3.468E-15,RADIO PULSAR
1.59241948,1.4921E-14,RADIO PULSAR
0.018623632,-4.936E-20,RADIO PULSAR
1.343361488,6.13E-16,RADIO PULSAR
0.052152855,1.5557E-13,RADIO PULSAR
1.62373,,RADIO PULSAR
0.562557636,8.12913E-15,RADIO PULSAR
2.780079198,2.37E-15,RADIO PULSAR
0.487527998,4.42E-18,RADIO PULSAR
0.815269,,RADIO PULSAR
0.2600144,,RADIO PULSAR
0.450448331,1.48347E-16,RADIO PULSAR
0.236983307,3.156E-16,RADIO PULSAR
0.017687215,-1.305E-20,RADIO PULSAR
1.293099946,1.07E-15,RADIO PULSAR
0.00223,,RADIO PULSAR
0.358161,,RADIO PULSAR
0.627715518,4.6243E-15,RADIO PULSAR
0.89295867,1.48E-16,RADIO PULSAR
0.261954678,1.4E-17,RADIO PULSAR
0.346796929,8.1E-17,RADIO PULSAR
0.009343031,4.085E-20,RADIO PULSAR
0.25535966,1.2793E-15,RADIO PULSAR
0.827776462,1.21725E-14,RADIO PULSAR
0.778313193,3.00939E-15,RADIO PULSAR
0.791822442,1.6759E-16,RADIO PULSAR
0.334415427,1.7113E-17,RADIO PULSAR
2.457881778,6.5818E-14,RADIO PULSAR
4.169,,RADIO PULSAR
0.332,,RADIO PULSAR
0.224,,RADIO PULSAR
0.477,,RADIO PULSAR
0.003463099,5.834E-22,RADIO PULSAR
0.592885191,6.65E-17,RADIO PULSAR
0.349590991,3.153E-15,RADIO PULSAR
0.011075751,6.7093E-19,RADIO PULSAR
1.202893463,5.17E-15,RADIO PULSAR
1.335387791,1.72E-15,RADIO PULSAR
0.004430012,1.2466E-20,RADIO PULSAR
0.308580662,3.9E-17,RADIO PULSAR
0.724513749,1.238E-15,RADIO PULSAR
0.954158007,2E-17,RADIO PULSAR
0.510453756,4.058E-15,RADIO PULSAR
3.442308488,2.9311E-13,RADIO PULSAR
0.336337132,8.7706E-17,RADIO PULSAR
1.912419751,1.57E-15,RADIO PULSAR
0.402857909,9.56149E-16,RADIO PULSAR
0.233540625,1.12061E-14,RADIO PULSAR
0.612209204,2.04534E-16,RADIO PULSAR
0.799,,RADIO PULSAR
0.430872156,1.228E-14,RADIO PULSAR
2.76419487,4.994E-15,RADIO PULSAR
0.241642176,3.0092E-17,RADIO PULSAR
0.003352872,1.59209E-19,RADIO PULSAR
0.315196062,2.4337E-15,RADIO PULSAR
0.956548549,9.9592E-14,RADIO PULSAR
0.974724731,7.2819E-15,RADIO PULSAR
2.107263371,1.55E-15,RADIO PULSAR
1.69265634,1.851E-15,RADIO PULSAR
0.223320267,4.4016E-16,RADIO PULSAR
0.034749053,,RADIO PULSAR
0.659794142,2.1E-15,RADIO PULSAR
0.912971,,RADIO PULSAR
0.283071323,1.59382E-15,RADIO PULSAR
0.855986,,RADIO PULSAR
0.315835048,1.775E-16,RADIO PULSAR
0.95761663,3.27056E-15,RADIO PULSAR
0.478145483,3.306E-16,RADIO PULSAR
1.818461193,2.4E-16,RADIO PULSAR
1.175967877,9.0193E-14,RADIO PULSAR
1.004512553,3.12081E-14,RADIO PULSAR
0.394835784,2.645E-15,RADIO PULSAR
0.256926458,7.6E-19,RADIO PULSAR
0.528336409,1.4115E-14,RADIO PULSAR
0.004186177,8.23245E-20,RADIO PULSAR
0.999,,RADIO PULSAR
1.0762,,RADIO PULSAR
0.003059449,-4.3352E-21,RADIO PULSAR
2.642223439,3.43E-15,RADIO PULSAR
0.003496634,5.542E-21,RADIO PULSAR
0.002451,,RADIO PULSAR
0.004159,,RADIO PULSAR
0.004461,,RADIO PULSAR
0.00542,,RADIO PULSAR
0.004629,,RADIO PULSAR
0.0041,,RADIO PULSAR
0.005909,,RADIO PULSAR
0.006547,,RADIO PULSAR
0.004039,,RADIO PULSAR
0.079832,,RADIO PULSAR
2.090248077,8.3E-16,RADIO PULSAR
0.124924207,1.27906E-13,RADIO PULSAR
,,RADIO PULSAR
0.661401759,5.8E-18,RADIO PULSAR
0.00293382,-1.368E-19,RADIO PULSAR
0.002812,,RADIO PULSAR
0.00207251,,RADIO PULSAR
0.00172862,,RADIO PULSAR
0.00420518,,RADIO PULSAR
0.00299926,,RADIO PULSAR
0.00330434,,RADIO PULSAR
0.00444803,,RADIO PULSAR
0.00496515,,RADIO PULSAR
0.00167663,,RADIO PULSAR
0.0022447,,RADIO PULSAR
0.00471398,,RADIO PULSAR
0.00204816,,RADIO PULSAR
0.00492589,,RADIO PULSAR
0.00356957,,RADIO PULSAR
0.0086669,,RADIO PULSAR
0.00246259,,RADIO PULSAR
0.02122838,,RADIO PULSAR
0.00554014,,RADIO PULSAR
0.00957019,,RADIO PULSAR
0.08033793,,RADIO PULSAR
0.00708491,,RADIO PULSAR
0.00296965,,RADIO PULSAR
0.0021978,,RADIO PULSAR
0.00611664,,RADIO PULSAR
0.00578804,,RADIO PULSAR
0.00502854,,RADIO PULSAR
0.00511971,,RADIO PULSAR
0.00508691,,RADIO PULSAR
0.001395955,0,RADIO PULSAR
0.00328914,,RADIO PULSAR
0.00365859,,RADIO PULSAR
0.02167187,,RADIO PULSAR
0.004802338,1.5575E-19,RADIO PULSAR
0.001890107,8.8494E-20,RADIO PULSAR
0.011563148,-3.4E-20,RADIO PULSAR
0.008436095,-6.06E-19,RADIO PULSAR
0.00295891,1.41232E-19,RADIO PULSAR
0.874264572,5.93E-16,RADIO PULSAR
0.00595,,RADIO PULSAR
0.86794888,9.85E-16,RADIO PULSAR
0.899376721,2.64E-16,RADIO PULSAR
0.442838499,1.1131E-16,RADIO PULSAR
1.242508309,4.72E-16,RADIO PULSAR
0.415812941,2.972E-16,RADIO PULSAR
0.712794037,1.0797E-14,RADIO PULSAR
0.670479963,2.8474E-16,RADIO PULSAR
0.56900709,8.562E-15,RADIO PULSAR
0.004695757,1.736E-20,RADIO PULSAR
0.61252374,1.051E-15,RADIO PULSAR
0.191036694,6.1773E-16,RADIO PULSAR
0.923833711,1.5736E-15,RADIO PULSAR
0.002660593,1.37756E-20,RADIO PULSAR
1.703739138,3.15876E-15,RADIO PULSAR
1.855276,,RADIO PULSAR
1.457739,,RADIO PULSAR
0.497,,RADIO PULSAR
0.0982,,RADIO PULSAR
0.003354336,2.318E-21,RADIO PULSAR
0.003232274,-4.8E-22,RADIO PULSAR
1.09100843,4.11E-17,RADIO PULSAR
0.874485882,2.4236E-15,RADIO PULSAR
