period,period_dot,class
1.796249701,5.704E-15,RADIO PULSAR
1.03082,,RADIO PULSAR
0.532577741,6.93702E-16,RADIO PULSAR
2.517945021,8.809E-16,RADIO PULSAR
1.683506689,8.327E-16,RADIO PULSAR
0.54535972,,RADIO PULSAR
1.978847432,8.559E-15,RADIO PULSAR
0.453992694,2.1861E-15,RADIO PULSAR
1.505874552,1.74E-15,RADIO PULSAR
0.00367586,,RADIO PULSAR
0.0054167,,RADIO PULSAR
0.0335,,RADIO PULSAR
0.62547,,RADIO PULSAR
0.011019329,-5.181E-20,RADIO PULSAR
0.012986381,,RADIO PULSAR
0.558888678,3.762E-15,RADIO PULSAR
0.41582709,1.1293E-13,RADIO PULSAR
0.810717729,1.0744E-14,RADIO PULSAR
1.807068678,3.362E-15,RADIO PULSAR
0.476,,RADIO PULSAR
0.00283,,RADIO PULSAR
1.874268518,1.35439E-15,RADIO PULSAR
0.028461589,1.0175E-18,RADIO PULSAR
0.557996,,RADIO PULSAR
0.328514216,4.78E-17,RADIO PULSAR
0.095137809,9.7E-19,RADIO PULSAR
1.16174311,3.01E-16,RADIO PULSAR
3.357,,RADIO PULSAR
1.160592538,2.857E-15,RADIO PULSAR
0.871682833,4.2703E-17,RADIO PULSAR
1.224754415,2.67E-17,RADIO PULSAR
0.570510633,1.43E-16,RADIO PULSAR
0.404980301,5.2691E-14,RADIO PULSAR
0.185310102,7.82E-16,RADIO PULSAR
0.43027825,9.56E-16,RADIO PULSAR
0.460981536,1.08536E-14,RADIO PULSAR
0.32036637,5.46883E-15,RADIO PULSAR
1.262,,RADIO PULSAR
0.375301756,1.6018E-14,RADIO PULSAR
1.76134,,RADIO PULSAR
0.005853108,8.335E-21,RADIO PULSAR
0.481824602,1.17983E-13,RADIO PULSAR
0.012647594,7.256E-20,RADIO PULSAR
0.51452307,1.2668E-15,RADIO PULSAR
2.34348,,RADIO PULSAR
0.066292899,1.72E-19,RADIO PULSAR
0.438113157,1.6E-17,RADIO PULSAR
1.799272492,5.5E-16,RADIO PULSAR
0.426466241,2.081E-15,RADIO PULSAR
0.702413629,3.82187E-15,RADIO PULSAR
1.223352308,2.3893E-14,RADIO PULSAR
0.918410326,1.70761E-14,RADIO PULSAR
1.903111982,2.4E-16,RADIO PULSAR
0.004129145,1.117E-20,RADIO PULSAR
5.639047079,7.9E-15,RADIO PULSAR
0.015542395,4.4E-20,RADIO PULSAR
0.357806775,1.7555E-15,RADIO PULSAR
0.405769488,8.394E-15,RADIO PULSAR
0.544001871,5.475E-16,RADIO PULSAR
0.322231179,4.4217E-15,RADIO PULSAR
0.006226933,-5.983E-20,RADIO PULSAR
0.288602792,3.9933E-16,RADIO PULSAR
0.443648922,3.297E-16,RADIO PULSAR
0.003793629,-1.055E-20,RADIO PULSAR
0.016760127,-3.2913E-19,RADIO PULSAR
0.016264003,3.124E-19,RADIO PULSAR
0.01349582,5.8677E-19,RADIO PULSAR
3.904506361,1.626E-14,RADIO PULSAR
0.275132724,1.234E-17,RADIO PULSAR
3.253210838,3.82E-15,RADIO PULSAR
0.935557045,1.07E-15,RADIO PULSAR
1.643622185,4.63038E-15,RADIO PULSAR
0.032822245,1.4742E-19,RADIO PULSAR
0.434811386,7.28E-15,RADIO PULSAR
2.84338881,1.857E-14,RADIO PULSAR
1.30615,,RADIO PULSAR
0.60376,,RADIO PULSAR
4.308189599,2.32819E-14,RADIO PULSAR
0.189337441,5.23563E-15,RADIO PULSAR
1.386368075,9.4485E-16,RADIO PULSAR
0.254720352,9.34E-17,RADIO PULSAR
0.404039751,1.283E-16,RADIO PULSAR
1.281719024,4.55E-16,RADIO PULSAR
2.046837629,3.6E-16,RADIO PULSAR
1.004037457,1.624E-15,RADIO PULSAR
0.692551578,1.692E-14,RADIO PULSAR
0.483769998,1.818E-16,RADIO PULSAR
1.557917248,5.09E-16,RADIO PULSAR
0.455934,,RADIO PULSAR
0.879790876,1.7E-17,RADIO PULSAR
0.08275527,2.55302E-14,RADIO PULSAR
0.062954889,2.02E-18,RADIO PULSAR
0.430990981,3.774E-14,RADIO PULSAR
4.81773583,1.003E-14,RADIO PULSAR
1.249923537,3.63E-14,RADIO PULSAR
1.10872485,7.03E-16,RADIO PULSAR
0.00248022,,RADIO PULSAR
0.731505473,3.07E-15,RADIO PULSAR
0.0111,,RADIO PULSAR
0.00260323,,RADIO PULSAR
2.864337736,1.517E-14,RADIO PULSAR
1.465655771,1.931E-15,RADIO PULSAR
2.55049821,1.8E-16,RADIO PULSAR
0.021497232,2.6303E-18,RADIO PULSAR
0.18552016,1.8001E-17,RADIO PULSAR
1.124481089,1.0575E-14,RADIO PULSAR
0.488242009,4E-17,RADIO PULSAR
1.27024,,RADIO PULSAR
0.00234456,2.5407E-20,RADIO PULSAR
0.804341079,1.731E-15,RADIO PULSAR
0.618357697,5.495E-15,RADIO PULSAR
0.557463612,6.315E-15,RADIO PULSAR
0.153716278,5.2E-17,RADIO PULSAR
0.309904593,9.3609E-17,RADIO PULSAR
3.425323707,1.483E-15,RADIO PULSAR
1.636792452,2.8E-16,RADIO PULSAR
0.548939223,5.75311E-15,RADIO PULSAR
0.307132976,5.55174E-15,RADIO PULSAR
0.841157774,9.8619E-16,RADIO PULSAR
,,RADIO PULSAR
0.514671377,5.64E-16,RADIO PULSAR
3.975905188,7.447E-13,RADIO PULSAR
1.95685759,8.23E-16,RADIO PULSAR
0.401625623,6.695E-16,RADIO PULSAR
0.198456979,7.77681E-14,RADIO PULSAR
0.733744439,6.86E-16,RADIO PULSAR
0.104181955,9.01E-19,RADIO PULSAR
0.798451567,2.55E-16,RADIO PULSAR
0.538340543,9.8245E-16,RADIO PULSAR
0.78231336,7.2621E-15,RADIO PULSAR
0.241034548,1.2E-17,RADIO PULSAR
1.205374441,1.9077E-14,RADIO PULSAR
0.391385101,1.2E-16,RADIO PULSAR
0.393521638,3.455E-15,RADIO PULSAR
0.358306049,4.69E-17,RADIO PULSAR
1.16113258,3.33E-16,RADIO PULSAR
0.973393692,3.0371E-15,RADIO PULSAR
2.352135,,RADIO PULSAR
0.7147,,RADIO PULSAR
1.749551746,3.2027E-15,RADIO PULSAR
0.48435,,RADIO PULSAR
0.957463935,6.333E-15,RADIO PULSAR
1.804694946,1.74219E-15,RADIO PULSAR
0.653053971,6.30985E-15,RADIO PULSAR
0.832741613,1.2992E-15,RADIO PULSAR
0.424311403,9.264E-17,RADIO PULSAR
1.565601148,5.798E-15,RADIO PULSAR
1.541412044,3.19E-15,RADIO PULSAR
0.451273,,RADIO PULSAR
0.66830921,8.62E-16,RADIO PULSAR
0.831155727,1.885E-15,RADIO PULSAR
1.961572304,1.09582E-14,RADIO PULSAR
0.536595823,1.7714E-15,RADIO PULSAR
1.2272354,1.6E-17,RADIO PULSAR
3.8858,,RADIO PULSAR
0.469,,RADIO PULSAR
3.453121181,4.52E-15,RADIO PULSAR
0.952708903,7.062E-16,RADIO PULSAR
0.670485662,1.74E-15,RADIO PULSAR
0.551133777,9.676E-15,RADIO PULSAR
,,RADIO PULSAR
0.632235329,3.084E-15,RADIO PULSAR
1.014529,,RADIO PULSAR
0.333253734,3.7904E-14,RADIO PULSAR
0.682265176,1.61889E-15,RADIO PULSAR
1.625405472,4.52E-15,RADIO PULSAR
0.382072812,1.085E-15,RADIO PULSAR
0.93969004,4.11E-15,RADIO PULSAR
0.544549207,2.6671E-15,RADIO PULSAR
1.179387039,2.32E-16,RADIO PULSAR
0.224603837,1.4313E-15,RADIO PULSAR
0.22653899,7.9E-18,RADIO PULSAR
0.868804249,1.10246E-15,RADIO PULSAR
0.583550377,7.1999E-15,RADIO PULSAR
1.18126923,2.7E-16,RADIO PULSAR
0.412229959,7.58E-16,RADIO PULSAR
0.179354019,1.5039E-15,RADIO PULSAR
0.0831,,RADIO PULSAR
0.766,,RADIO PULSAR
4.26321348,5.6268E-13,RADIO PULSAR
0.2813713,6.15E-15,RADIO PULSAR
0.335162528,6.2E-17,RADIO PULSAR
0.005471331,6.209E-21,RADIO PULSAR
0.279198309,2.26696E-14,RADIO PULSAR
0.594499816,1.3261E-15,RADIO PULSAR
0.2172135,2.387E-17,RADIO PULSAR
0.005790152,8.043E-21,RADIO PULSAR
1.91513067,5.373E-15,RADIO PULSAR
0.807564614,7.704E-17,RADIO PULSAR
0.003084233,7.2333E-21,RADIO PULSAR
0.895285284,5.24E-15,RADIO PULSAR
0.507945195,1.0947E-15,RADIO PULSAR
0.362634,,RADIO PULSAR
0.359394162,3.923E-16,RADIO PULSAR
0.291489461,2.03574E-15,RADIO PULSAR
1.146594847,4.16118E-15,RADIO PULSAR
1.65600957,8.945E-13,RADIO PULSAR
0.770620171,8.7841E-15,RADIO PULSAR
6.597562522,6.3538E-15,RADIO PULSAR
0.77149252,7.6E-17,RADIO PULSAR
0.297769547,1.409E-17,RADIO PULSAR
1.788490453,2.59E-15,RADIO PULSAR
1.334557231,6.4E-16,RADIO PULSAR
0.305447058,1.758E-17,RADIO PULSAR
4.47672254,1.60587E-13,RADIO PULSAR
0.21477111,9.0689E-16,RADIO PULSAR
0.570264125,4.5256E-17,RADIO PULSAR
2.618918467,9.723E-15,RADIO PULSAR
0.405336949,4.7752E-16,RADIO PULSAR
1.238129544,2.10518E-15,RADIO PULSAR
1.396598546,6.07E-16,RADIO PULSAR
0.617107206,9.6E-15,RADIO PULSAR
0.921459731,4.49522E-15,RADIO PULSAR
0.860332116,9.95E-16,RADIO PULSAR
2.16567935,2.99E-15,RADIO PULSAR
0.178756352,1.0366E-15,RADIO PULSAR
1.876018524,3.651E-14,RADIO PULSAR
0.005223271,4.82503E-21,RADIO PULSAR
1.018392746,2.2984E-16,RADIO PULSAR
1.515695993,6E-16,RADIO PULSAR
,,RADIO PULSAR
4.8642838,3.644E-14,RADIO PULSAR
1.215697614,8.17E-17,RADIO PULSAR
0.747187668,1.714E-15,RADIO PULSAR
0.491865489,1.9866E-15,RADIO PULSAR
0.6409582,6.177E-16,RADIO PULSAR
0.394133347,1.21269E-15,RADIO PULSAR
0.979,,RADIO PULSAR
0.405454,,RADIO PULSAR
2.071040273,8.476E-14,RADIO PULSAR
0.438014149,1.02649E-16,RADIO PULSAR
1.911428023,4.947E-15,RADIO PULSAR
0.972428851,1.65569E-15,RADIO PULSAR
0.447517711,1.50859E-16,RADIO PULSAR
0.004621642,1.8463E-20,RADIO PULSAR
0.750808122,7.4236E-16,RADIO PULSAR
2.857941001,5.5E-15,RADIO PULSAR
0.754470427,3.1972E-15,RADIO PULSAR
0.610258782,6.7E-18,RADIO PULSAR
0.362492078,5.3793E-15,RADIO PULSAR
0.522618386,1.40877E-15,RADIO PULSAR
1.312218438,1.434E-15,RADIO PULSAR
6.221552666,4.775E-14,RADIO PULSAR
0.206219981,2.00552E-15,RADIO PULSAR
2.09313631,4.91034E-15,RADIO PULSAR
1.388137129,7.61E-16,RADIO PULSAR
2.177,,RADIO PULSAR
1.846534202,3.652E-14,RADIO PULSAR
0.940961617,6.409E-15,RADIO PULSAR
0.435759033,3.55447E-15,RADIO PULSAR
0.4961931,,RADIO PULSAR
0.544799525,3.824E-15,RADIO PULSAR
0.279828697,1.37862E-15,RADIO PULSAR
0.294162515,5.66E-16,RADIO PULSAR
0.003625746,1.395E-20,RADIO PULSAR
0.18164,,RADIO PULSAR
1.925871773,1.9E-15,RADIO PULSAR
0.165917635,2.05892E-14,RADIO PULSAR
0.405073135,5.99237E-14,RADIO PULSAR
0.246333257,2.06988E-14,RADIO PULSAR
0.633640298,5.27E-16,RADIO PULSAR
0.696278743,5.88E-17,RADIO PULSAR
0.798692542,8.653E-16,RADIO PULSAR
2.623858562,8E-16,RADIO PULSAR
1.218353596,3.08E-15,RADIO PULSAR
0.24526,,RADIO PULSAR
0.786813538,7.53681E-15,RADIO PULSAR
0.900009289,2.131E-16,RADIO PULSAR
1.578792889,4.3E-16,RADIO PULSAR
2.512262812,1.574E-14,RADIO PULSAR
0.61730767,3.627E-16,RADIO PULSAR
3.687219048,1.055E-14,RADIO PULSAR
0.330354089,4.20203E-15,RADIO PULSAR
0.596993203,7.725E-16,RADIO PULSAR
0.302449584,5.91866E-15,RADIO PULSAR
0.409135,,RADIO PULSAR
0.717637328,6.6E-17,RADIO PULSAR
0.829166021,-5E-18,RADIO PULSAR
0.301489849,1.3209E-15,RADIO PULSAR
0.34540116,2.4E-16,RADIO PULSAR
0.562710736,1.1799E-14,RADIO PULSAR
0.153196979,6.1339E-16,RADIO PULSAR
,,RADIO PULSAR
0.245757118,1.00232E-15,RADIO PULSAR
1.31089402,3.47E-17,RADIO PULSAR
0.817311602,7.52E-16,RADIO PULSAR
0.025068048,2.86E-20,RADIO PULSAR
0.019376303,9.246E-20,RADIO PULSAR
1.037824001,3.928E-16,RADIO PULSAR
0.379536106,4.3E-17,RADIO PULSAR
0.14534738,4.3849E-15,RADIO PULSAR
1.576924633,2.938E-15,RADIO PULSAR
0.571256559,1.1611E-15,RADIO PULSAR
0.769020998,5.23554E-14,RADIO PULSAR
0.512547818,7.227E-15,RADIO PULSAR
1.423889144,2.263E-16,RADIO PULSAR
0.621733994,9.69E-16,RADIO PULSAR
0.852047484,3.1302E-15,RADIO PULSAR
0.859192035,2.139E-14,RADIO PULSAR
0.235248925,1.184E-17,RADIO PULSAR
0.5123273,,RADIO PULSAR
2.314130829,1.039E-15,RADIO PULSAR
1.27644582,2.58071E-15,RADIO PULSAR
0.974700373,3.55E-16,RADIO PULSAR
0.484,,RADIO PULSAR
1.781927762,1.63829E-15,RADIO PULSAR
0.438095347,-2.3E-18,RADIO PULSAR
0.344646012,1.04745E-14,RADIO PULSAR
0.418974904,2.60227E-14,RADIO PULSAR
0.190709643,7.809E-16,RADIO PULSAR
0.148894507,1.77809E-14,RADIO PULSAR
0.978468138,1.879E-15,RADIO PULSAR
1.226005573,3.4708E-15,RADIO PULSAR
0.0912,,RADIO PULSAR
0.005642723,3.85E-19,RADIO PULSAR
0.028961588,2.204E-18,RADIO PULSAR
0.0037387,-6.392E-20,RADIO PULSAR
0.00325,,RADIO PULSAR
0.007175615,-5.1038E-19,RADIO PULSAR
0.00760167,-1.0367E-18,RADIO PULSAR
0.024891985,-2.672E-18,RADIO PULSAR
0.051591367,8E-20,RADIO PULSAR
0.004226532,7.7E-21,RADIO PULSAR
0.834839273,1.35E-16,RADIO PULSAR
0.887324641,1.33E-15,RADIO PULSAR
0.163727372,2.87993E-17,RADIO PULSAR
0.846494135,4.85E-16,RADIO PULSAR
0.002149433,-2.393E-21,RADIO PULSAR
0.503015006,1.9556E-15,RADIO PULSAR
2.043082458,2.27471E-15,RADIO PULSAR
5.309376685,2.37E-14,RADIO PULSAR
0.002719112,8.2739E-21,RADIO PULSAR
0.085288151,9.17697E-15,RADIO PULSAR
0.647325599,6.38962E-14,RADIO PULSAR
0.634354347,9.353E-15,RADIO PULSAR
0.612132964,3.091E-16,RADIO PULSAR
1.099195959,1.209E-16,RADIO PULSAR
2.09362,,RADIO PULSAR
1.09644114,2.42643E-15,RADIO PULSAR
0.876044287,1.2402E-15,RADIO PULSAR
0.491141556,9.96E-15,RADIO PULSAR
0.004175017,7.93E-21,RADIO PULSAR
0.955673269,2.35001E-15,RADIO PULSAR
0.580871337,4.601E-17,RADIO PULSAR
0.536413666,1.7359E-14,RADIO PULSAR
1.255468574,1.94E-16,RADIO PULSAR
0.437869002,1E-16,RADIO PULSAR
0.270502039,1.5446E-15,RADIO PULSAR
0.016052424,2.97926E-20,RADIO PULSAR
0.350109573,1.2616E-15,RADIO PULSAR
0.861379643,5.187E-15,RADIO PULSAR
,,RADIO PULSAR
0.475392527,1.33038E-14,RADIO PULSAR
0.104694652,3.66691E-16,RADIO PULSAR
0.313885675,1.521E-16,RADIO PULSAR
0.788353567,3.24702E-14,RADIO PULSAR
0.551058591,5.06E-15,RADIO PULSAR
0.023100855,4.671E-19,RADIO PULSAR
0.318400873,4.789E-15,RADIO PULSAR
0.239919487,4.296E-16,RADIO PULSAR
0.51299527,5.82145E-14,RADIO PULSAR
0.419334966,1.21474E-15,RADIO PULSAR
0.942950995,4.0821E-16,RADIO PULSAR
0.499075534,1.9E-17,RADIO PULSAR
0.689223601,5.755E-16,RADIO PULSAR
0.484129803,1.13663E-15,RADIO PULSAR
0.191614578,2.13619E-15,RADIO PULSAR
0.00709,,RADIO PULSAR
1.905808706,7.7204E-16,RADIO PULSAR
1.608816303,3.913E-16,RADIO PULSAR
1.048132105,1.548E-15,RADIO PULSAR
0.580187269,6.007E-16,RADIO PULSAR
0.744295419,3.7089E-14,RADIO PULSAR
0.44954815,3.638E-15,RADIO PULSAR
0.035577873,9.54E-20,RADIO PULSAR
0.305830098,4.0456E-14,RADIO PULSAR
0.007645873,2.56914E-20,RADIO PULSAR
1.451319471,4.62398E-14,RADIO PULSAR
0.17047,,RADIO PULSAR
0.524156765,1.46282E-14,RADIO PULSAR
0.340527647,4.491E-15,RADIO PULSAR
1.464664549,4.4259E-16,RADIO PULSAR
1.920302131,2.398E-15,RADIO PULSAR
0.317314883,6E-16,RADIO PULSAR
0.431889309,3.38071E-15,RADIO PULSAR
0.484913679,1.32E-16,RADIO PULSAR
0.794996675,4.179E-16,RADIO PULSAR
1.8933527,2.303E-14,RADIO PULSAR
0.927177742,7.7E-17,RADIO PULSAR
0.004145684,4.8E-21,RADIO PULSAR
0.003233016,9.145E-21,RADIO PULSAR
2.221787148,8.43E-15,RADIO PULSAR
0.70906407,8.7954E-16,RADIO PULSAR
0.454650713,9.69E-16,RADIO PULSAR
1.377868496,2.92E-16,RADIO PULSAR
1.7237,,RADIO PULSAR
0.79,,RADIO PULSAR
0.953384188,5.3889E-14,RADIO PULSAR
0.56447538,2.2E-17,RADIO PULSAR
0.269414732,1.4595E-15,RADIO PULSAR
1.181463383,1.36305E-15,RADIO PULSAR
0.778164353,4.645E-15,RADIO PULSAR
0.487913592,1.828E-15,RADIO PULSAR
0.225004475,2.871E-16,RADIO PULSAR
4.796636975,-2.76E-15,RADIO PULSAR
0.201063722,3.30924E-15,RADIO PULSAR
0.48345888,1.235E-14,RADIO PULSAR
0.859368467,9.602E-15,RADIO PULSAR
0.557609248,5.961E-16,RADIO PULSAR
1.52154517,1.28E-15,RADIO PULSAR
0.235311381,3.34223E-14,RADIO PULSAR
1.092348153,1.343E-14,RADIO PULSAR
0.255704186,9.70563E-15,RADIO PULSAR
0.868735115,1.0287E-15,RADIO PULSAR
0.6848,,RADIO PULSAR
0.39596917,1.3021E-15,RADIO PULSAR
0.370483417,1.6975E-15,RADIO PULSAR
0.54402081,1.2E-15,RADIO PULSAR
1.680572969,2.649E-15,RADIO PULSAR
2.22759,,RADIO PULSAR
1.087749188,4.7E-16,RADIO PULSAR
1.014219485,8.84E-16,RADIO PULSAR
0.45724503,1.3019E-15,RADIO PULSAR
0.975409891,2.054E-15,RADIO PULSAR
1.637129007,8.863E-15,RADIO PULSAR
0.79425388,6.025E-16,RADIO PULSAR
0.671613829,3.8923E-15,RADIO PULSAR
,,RADIO PULSAR
0.337320796,9.323E-16,RADIO PULSAR
1.883479658,5.3E-16,RADIO PULSAR
0.912915802,3.4778E-14,RADIO PULSAR
0.585319038,3.308E-15,RADIO PULSAR
0.75496337,8.54E-16,RADIO PULSAR
0.380865613,1.1633E-13,RADIO PULSAR
0.269443321,6.8E-16,RADIO PULSAR
,,RADIO PULSAR
0.422316321,1.128E-14,RADIO PULSAR
0.34083213,2.83E-17,RADIO PULSAR
0.23748,,RADIO PULSAR
0.825935803,4.06801E-15,RADIO PULSAR
0.957991165,1.0933E-14,RADIO PULSAR
0.149460656,8.096E-16,RADIO PULSAR
0.354236508,1.66095E-15,RADIO PULSAR
2.18819,,RADIO PULSAR
0.04075,,RADIO PULSAR
0.486750799,1.1326E-14,RADIO PULSAR
0.991026616,3.91454E-15,RADIO PULSAR
1.065578,,RADIO PULSAR
0.259246643,5.9E-18,RADIO PULSAR
0.598081935,6.32528E-15,RADIO PULSAR
0.290108193,7.1947E-17,RADIO PULSAR
0.186148858,6.39288E-15,RADIO PULSAR
1.039076476,8.30442E-16,RADIO PULSAR
1.546938117,1.47148E-15,RADIO PULSAR
0.526682242,2.19366E-14,RADIO PULSAR
1.149269371,6.8E-17,RADIO PULSAR
0.7819337,2.39E-15,RADIO PULSAR
0.00473,,RADIO PULSAR
0.00735,,RADIO PULSAR
0.00410656,6.943E-21,RADIO PULSAR
0.52093968,7.694E-15,RADIO PULSAR
0.597808754,5.16911E-14,RADIO PULSAR
1.839944701,5.081E-16,RADIO PULSAR
0.024,,RADIO PULSAR
0.0406,,RADIO PULSAR
0.921492866,3.30557E-15,RADIO PULSAR
0.132313972,1.03994E-15,RADIO PULSAR
1.344724016,1.12E-16,RADIO PULSAR
0.841864519,3.058E-15,RADIO PULSAR
0.204068115,5.7872E-14,RADIO PULSAR
2.161308495,1.16338E-15,RADIO PULSAR
1.524672106,2E-15,RADIO PULSAR
0.444645107,1.5562E-15,RADIO PULSAR
0.686732837,4.1561E-14,RADIO PULSAR
2.675682265,4.76E-15,RADIO PULSAR
0.902315629,2.53E-15,RADIO PULSAR
1.1064,,RADIO PULSAR
0.0035,,RADIO PULSAR
0.238782183,1.2519E-14,RADIO PULSAR
0.004553528,6.8E-21,RADIO PULSAR
0.387689698,1.78043E-15,RADIO PULSAR
0.668407829,2.203E-14,RADIO PULSAR
0.20763572,8.86E-15,RADIO PULSAR
0.801693097,2.57E-15,RADIO PULSAR
0.00289,,RADIO PULSAR
0.00228,,RADIO PULSAR
0.00852,,RADIO PULSAR
0.00846,,RADIO PULSAR
0.001979976,9.5561E-20,RADIO PULSAR
0.355725187,2.292E-15,RADIO PULSAR
0.525049143,1.0235E-14,RADIO PULSAR
1.657656458,3.35E-16,RADIO PULSAR
1.07393,,RADIO PULSAR
0.504606055,2.19281E-15,RADIO PULSAR
0.404919644,4.518E-15,RADIO PULSAR
1.198630275,7.809E-15,RADIO PULSAR
0.301458774,6.791E-16,RADIO PULSAR
0.41411105,3.72E-17,RADIO PULSAR
0.272963,,RADIO PULSAR
0.507722322,1.67404E-14,RADIO PULSAR
0.782886977,6.32E-16,RADIO PULSAR
0.435193852,7.963E-15,RADIO PULSAR
1.266790124,4.763E-15,RADIO PULSAR
0.839394325,4.21E-16,RADIO PULSAR
0.477715344,8.2798E-17,RADIO PULSAR
2.027524389,1.444E-14,RADIO PULSAR
1.133076124,1.39825E-15,RADIO PULSAR
0.291930632,2.7548E-15,RADIO PULSAR
0.132,,RADIO PULSAR
3.597573597,5.103E-15,RADIO PULSAR
0.663321098,1.80768E-14,RADIO PULSAR
0.00291,,RADIO PULSAR
0.924944823,1.608E-15,RADIO PULSAR
0.759777464,1.13147E-15,RADIO PULSAR
1.05422825,6.722E-15,RADIO PULSAR
0.837534947,9.1061E-15,RADIO PULSAR
1.0298,,RADIO PULSAR
0.379387162,8.898E-16,RADIO PULSAR
0.005173322,1.4281E-20,RADIO PULSAR
0.59366136,2.93E-17,RADIO PULSAR
0.924053918,1.525E-16,RADIO PULSAR
0.933265581,5.944E-15,RADIO PULSAR
0.669872387,2.468E-15,RADIO PULSAR
0.005116388,7E-21,RADIO PULSAR
0.032817859,5.8047E-19,RADIO PULSAR
1.832332073,3.049E-14,RADIO PULSAR
0.22372852,2.82E-17,RADIO PULSAR
0.152511958,2.106E-15,RADIO PULSAR
6.707045724,1.2749E-12,RADIO PULSAR
1.045406856,6.31E-16,RADIO PULSAR
1.29687,,RADIO PULSAR
2.499469846,3.9065E-15,RADIO PULSAR
0.428978926,5.149E-15,RADIO PULSAR
0.78318549,1.1537E-14,RADIO PULSAR
0.659432051,5.25182E-15,RADIO PULSAR
0.744976402,2.29E-15,RADIO PULSAR
0.451472853,1.757E-15,RADIO PULSAR
0.00422,,RADIO PULSAR
0.953181685,2.483E-15,RADIO PULSAR
1.360602928,1.8E-16,RADIO PULSAR
2.365714025,2.8E-15,RADIO PULSAR
0.444425725,5.46E-18,RADIO PULSAR
0.477233119,6.5935E-16,RADIO PULSAR
0.1832948,,RADIO PULSAR
0.302,,RADIO PULSAR
0.643183348,3.05924E-15,RADIO PULSAR
0.274556685,1.35E-15,RADIO PULSAR
0.16403,,RADIO PULSAR
1.409065241,8.7E-16,RADIO PULSAR
0.345698034,2.37E-16,RADIO PULSAR
0.385194095,1.421E-16,RADIO PULSAR
0.782598469,2.49E-16,RADIO PULSAR
0.0037,,RADIO PULSAR
0.01015,,RADIO PULSAR
0.003,,RADIO PULSAR
0.00697,,RADIO PULSAR
0.464036814,2.391E-16,RADIO PULSAR
0.680574832,3.7481E-15,RADIO PULSAR
0.617036696,1.68451E-15,RADIO PULSAR
0.00241,,RADIO PULSAR
1.045632445,5.3466E-16,RADIO PULSAR
0.672480607,1.114E-14,RADIO PULSAR
0.80291,,RADIO PULSAR
1.36903,,RADIO PULSAR
0.36147,,RADIO PULSAR
0.421816234,3.06093E-16,RADIO PULSAR
0.329531922,4.486E-16,RADIO PULSAR
0.73418486,1.263E-15,RADIO PULSAR
0.641097851,6.078E-15,RADIO PULSAR
0.518721435,4.7386E-15,RADIO PULSAR
0.166633924,3.91017E-14,RADIO PULSAR
0.35545,,RADIO PULSAR
0.4006,,RADIO PULSAR
0.537623733,1.61E-15,RADIO PULSAR
2.279661059,2.56626E-14,RADIO PULSAR
1.57459,,RADIO PULSAR
0.91137,,RADIO PULSAR
0.2401,,RADIO PULSAR
1.3086,,RADIO PULSAR
0.49171,,RADIO PULSAR
0.520954311,1.053E-17,RADIO PULSAR
0.00282,,RADIO PULSAR
0.386003724,1.12266E-15,RADIO PULSAR
2.191497968,4.32E-15,RADIO PULSAR
0.17152,,RADIO PULSAR
0.965095966,8.05E-16,RADIO PULSAR
0.89336,,RADIO PULSAR
0.2451,,RADIO PULSAR
0.880334322,7.7735E-15,RADIO PULSAR
1.920666329,2.51967E-13,RADIO PULSAR
0.199147397,5.249E-16,RADIO PULSAR
0.5256,,RADIO PULSAR
0.139524667,1.1805E-16,RADIO PULSAR
0.7789494,8.7616E-16,RADIO PULSAR
2.28507617,2.474E-15,RADIO PULSAR
1.016948362,5.51856E-15,RADIO PULSAR
0.033395062,,RADIO PULSAR
0.467894113,5.679E-15,RADIO PULSAR
1.31855,,RADIO PULSAR
0.022846663,,RADIO PULSAR
0.8035,,RADIO PULSAR
0.397889459,3.35289E-14,RADIO PULSAR
0.00534,,RADIO PULSAR
0.00271,,RADIO PULSAR
0.92853,,RADIO PULSAR
0.957750945,1.4034E-14,RADIO PULSAR
0.00181,,RADIO PULSAR
0.31876,,RADIO PULSAR
0.21481,,RADIO PULSAR
1.272260375,7.66978E-15,RADIO PULSAR
0.00509,,RADIO PULSAR
0.563294925,9.15201E-15,RADIO PULSAR
0.57686,,RADIO PULSAR
1.49785,,RADIO PULSAR
4.71467,,RADIO PULSAR
0.00857,,RADIO PULSAR
1.1669,,RADIO PULSAR
1.081843782,3.59E-16,RADIO PULSAR
0.05413,,RADIO PULSAR
,,RADIO PULSAR
5.013400111,9.6927E-15,RADIO PULSAR
0.009861349,1.4689E-19,RADIO PULSAR
0.00357,,RADIO PULSAR
1.876757623,2.431E-15,RADIO PULSAR
0.533917733,1.5525E-15,RADIO PULSAR
0.777662,,RADIO PULSAR
2.180195178,9.69549E-14,RADIO PULSAR
0.028851558,6.7E-20,RADIO PULSAR
0.41814,,RADIO PULSAR
0.425115,,RADIO PULSAR
0.460503,,RADIO PULSAR
0.31247,,RADIO PULSAR
0.0044108,,RADIO PULSAR
0.39649,,RADIO PULSAR
6.94,,RADIO PULSAR
0.5596363,,RADIO PULSAR
0.767279534,5.775E-16,RADIO PULSAR
0.003718992,3.22E-21,RADIO PULSAR
0.43437288,1.1226E-14,RADIO PULSAR
