Date__(UT)_,_HR:MN,,R.,A._,____(I,CRF),___,__DEC,Azi,El,APmag,S-brt,delta,deldot,S-O-T,/r,S-T-O,Sky_motion,Sky_mot_PA,RelVel-ANG,Lun_Sky_Brt,sky_SNR
$$SOE,,,,,,,,,,,,,,,,,,,,,,
2022-Jul-04,13:00,*,6,53,14.83,22,52,20.6,73.733103,30.850563,-26.706,-10.589,1.016693429,-0.365643,0,/?,0,2.3666854,95.119291,-0.725797,n.a.,n.a.
2022-Jul-05,13:00,*,6,57,21.99,22,46,54.3,73.833303,30.797379,-26.706,-10.589,1.016689444,-0.3752791,0,/?,0,2.3664552,95.522491,-0.74485,n.a.,n.a.
2022-Jul-06,13:00,*,7,1,28.79,22,41,4.2,73.941193,30.744507,-26.706,-10.589,1.016680237,-0.3845012,0,/?,0,2.366231,95.923535,-0.763094,n.a.,n.a.
2022-Jul-07,13:00,*,7,5,35.21,22,34,50.6,74.056729,30.692009,-26.706,-10.589,1.016666072,-0.3932457,0,/?,0,2.3660194,96.322265,-0.780399,n.a.,n.a.
2022-Jul-08,13:00,*,7,9,41.24,22,28,13.5,74.17986,30.639941,-26.706,-10.589,1.016647247,-0.4014577,0,/?,0,2.3658287,96.718526,-0.796656,n.a.,n.a.
2022-Jul-09,13:00,*,7,13,46.84,22,21,13.2,74.310533,30.588355,-26.706,-10.589,1.016624088,-0.4091017,0,/?,0,2.3656693,97.11217,-0.811789,n.a.,n.a.
2022-Jul-10,13:00,*,7,17,52.01,22,13,49.8,74.448691,30.537294,-26.706,-10.589,1.01659693,-0.4161764,0,/?,0,2.3655538,97.503055,-0.825791,n.a.,n.a.
2022-Jul-11,13:00,*,7,21,56.74,22,6,3.5,74.59427,30.486796,-26.706,-10.589,1.016566097,-0.4227299,0,/?,0,2.3654953,97.891055,-0.838751,n.a.,n.a.
2022-Jul-12,13:00,*,7,26,1.01,21,57,54.4,74.747207,30.436889,-26.707,-10.589,1.016531865,-0.4288709,0,/?,0,2.3655067,98.276056,-0.850877,n.a.,n.a.
2022-Jul-13,13:00,*,7,30,4.81,21,49,22.8,74.907439,30.387596,-26.707,-10.589,1.016494432,-0.4347656,0,/?,0,2.365597,98.657963,-0.862493,n.a.,n.a.
2022-Jul-14,13:00,*,7,34,8.13,21,40,28.9,75.074903,30.338935,-26.707,-10.589,1.016453888,-0.4406163,0,/?,0,2.3657703,99.036695,-0.873994,n.a.,n.a.
2022-Jul-15,13:00,*,7,38,10.97,21,31,12.9,75.249539,30.290918,-26.707,-10.589,1.016410202,-0.446627,0,/?,0,2.3660241,99.412184,-0.885783,n.a.,n.a.
2022-Jul-16,13:00,*m,7,42,13.31,21,21,34.8,75.43129,30.243559,-26.707,-10.589,1.016363233,-0.4529693,0,/?,0,2.3663502,99.784365,-0.898199,n.a.,n.a.
2022-Jul-17,13:00,*m,7,46,15.15,21,11,35.1,75.620099,30.196871,-26.707,-10.589,1.016312756,-0.45976,0,/?,0,2.3667372,100.15317,-0.911477,n.a.,n.a.
2022-Jul-18,13:00,*m,7,50,16.49,21,1,13.8,75.815904,30.150869,-26.707,-10.589,1.016258497,-0.4670572,0,/?,0,2.3671725,100.51852,-0.925733,n.a.,n.a.
2022-Jul-19,13:00,*m,7,54,17.3,20,50,31.1,76.018644,30.10557,-26.707,-10.589,1.01620016,-0.4748704,0,/?,0,2.3676442,100.88035,-0.940992,n.a.,n.a.
2022-Jul-20,13:00,*m,7,58,17.59,20,39,27.3,76.228251,30.060994,-26.707,-10.589,1.016137456,-0.4831757,0,/?,0,2.3681422,101.23854,-0.957209,n.a.,n.a.
2022-Jul-21,13:00,*m,8,2,17.34,20,28,2.7,76.444658,30.01716,-26.708,-10.589,1.016070113,-0.4919305,0,/?,0,2.3686582,101.59302,-0.974303,n.a.,n.a.
2022-Jul-22,13:00,*m,8,6,16.54,20,16,17.4,76.667793,29.974089,-26.708,-10.589,1.015997889,-0.5010835,0,/?,0,2.3691858,101.94368,-0.992175,n.a.,n.a.
2022-Jul-23,13:00,*m,8,10,15.19,20,4,11.7,76.897583,29.931801,-26.708,-10.589,1.015920569,-0.5105807,0,/?,0,2.3697196,102.29042,-1.010722,n.a.,n.a.
2022-Jul-24,13:00,*m,8,14,13.27,19,51,45.9,77.133953,29.890317,-26.708,-10.589,1.015837973,-0.5203674,0,/?,0,2.3702554,102.63314,-1.029837,n.a.,n.a.
2022-Jul-25,13:00,*m,8,18,10.77,19,39,0.1,77.376828,29.849653,-26.708,-10.589,1.015749948,-0.5303883,0,/?,0,2.3707894,102.97173,-1.049413,n.a.,n.a.
2022-Jul-26,13:00,*m,8,22,7.69,19,25,54.7,77.626129,29.809828,-26.708,-10.589,1.015656375,-0.540586,0,/?,0,2.3713185,103.3061,-1.06934,n.a.,n.a.
2022-Jul-27,13:00,*m,8,26,4.03,19,12,30,77.881778,29.770857,-26.709,-10.589,1.01555717,-0.5508996,0,/?,0,2.3718399,103.63615,-1.089499,n.a.,n.a.
2022-Jul-28,13:00,*m,8,29,59.76,18,58,46.2,78.143694,29.732753,-26.709,-10.589,1.015452284,-0.5612636,0,/?,0,2.3723514,103.96178,-1.109762,n.a.,n.a.
2022-Jul-29,13:00,*m,8,33,54.89,18,44,43.5,78.411798,29.695527,-26.709,-10.589,1.015341705,-0.5716076,0,/?,0,2.3728513,104.28288,-1.129993,n.a.,n.a.
2022-Jul-30,13:00,*m,8,37,49.41,18,30,22.4,78.686006,29.659189,-26.709,-10.589,1.015225466,-0.5818561,0,/?,0,2.3733389,104.59937,-1.150045,n.a.,n.a.
2022-Jul-31,13:00,*,8,41,43.32,18,15,43.1,78.966235,29.623744,-26.71,-10.589,1.015103642,-0.5919299,0,/?,0,2.3738143,104.91115,-1.169761,n.a.,n.a.
2022-Aug-01,13:00,*,8,45,36.6,18,0,45.8,79.252402,29.589196,-26.71,-10.589,1.014976354,-0.601747,0,/?,0,2.3742786,105.21812,-1.188981,n.a.,n.a.
2022-Aug-02,13:00,*,8,49,29.27,17,45,30.9,79.544419,29.555543,-26.71,-10.589,1.014843773,-0.6112243,0,/?,0,2.3747341,105.5202,-1.20754,n.a.,n.a.
2022-Aug-03,13:00,*,8,53,21.32,17,29,58.7,79.8422,29.52278,-26.71,-10.589,1.014706115,-0.6202786,0,/?,0,2.3751846,105.8173,-1.225275,n.a.,n.a.
2022-Aug-04,13:00,*,8,57,12.74,17,14,9.6,80.145655,29.490899,-26.711,-10.589,1.014563644,-0.6288296,0,/?,0,2.3756352,106.10934,-1.242023,n.a.,n.a.
2022-Aug-05,13:00,*,9,1,3.54,16,58,3.7,80.454692,29.459885,-26.711,-10.589,1.014416668,-0.6368038,0,/?,0,2.376093,106.39626,-1.257638,n.a.,n.a.
2022-Aug-06,13:00,*,9,4,53.72,16,41,41.5,80.769217,29.429716,-26.711,-10.589,1.014265534,-0.6441411,0,/?,0,2.3765669,106.67798,-1.271997,n.a.,n.a.
2022-Aug-07,13:00,*,9,8,43.28,16,25,3.2,81.089132,29.400367,-26.712,-10.589,1.014110616,-0.6508062,0,/?,0,2.3770682,106.95445,-1.285022,n.a.,n.a.
2022-Aug-08,13:00,*,9,12,32.24,16,8,9.2,81.414339,29.371804,-26.712,-10.589,1.0139523,-0.6568015,0,/?,0,2.3776094,107.22563,-1.296713,n.a.,n.a.
2022-Aug-09,13:00,*,9,16,20.59,15,50,59.8,81.744738,29.343986,-26.712,-10.589,1.013790953,-0.6621802,0,/?,0,2.3782041,107.49148,-1.307165,n.a.,n.a.
2022-Aug-10,13:00,*,9,20,8.35,15,33,35.1,82.08023,29.316864,-26.713,-10.589,1.013626897,-0.667053,0,/?,0,2.3788641,107.75199,-1.316588,n.a.,n.a.
2022-Aug-11,13:00,*,9,23,55.53,15,15,55.7,82.420718,29.290384,-26.713,-10.589,1.013460374,-0.6715814,0,/?,0,2.3795981,108.00714,-1.325296,n.a.,n.a.
2022-Aug-12,13:00,*,9,27,42.14,14,58,1.6,82.766108,29.264486,-26.713,-10.589,1.01329152,-0.6759563,0,/?,0,2.3804095,108.25696,-1.333659,n.a.,n.a.
2022-Aug-13,13:00,*,9,31,28.2,14,39,53.3,83.116308,29.239108,-26.714,-10.589,1.013120363,-0.680367,0,/?,0,2.381296,108.50143,-1.342052,n.a.,n.a.
2022-Aug-14,13:00,*m,9,35,13.72,14,21,31,83.471227,29.214186,-26.714,-10.589,1.012946827,-0.6849725,0,/?,0,2.3822503,108.74056,-1.350788,n.a.,n.a.
2022-Aug-15,13:00,*m,9,38,58.7,14,2,54.9,83.830773,29.189658,-26.715,-10.589,1.012770757,-0.6898839,0,/?,0,2.3832621,108.97434,-1.360091,n.a.,n.a.
2022-Aug-16,13:00,*m,9,42,43.18,13,44,5.4,84.194848,29.165464,-26.715,-10.589,1.01259195,-0.6951623,0,/?,0,2.3843203,109.20275,-1.370088,n.a.,n.a.
2022-Aug-17,13:00,*m,9,46,27.14,13,25,2.8,84.563355,29.141547,-26.715,-10.589,1.012410179,-0.700827,0,/?,0,2.3854141,109.42578,-1.38082,n.a.,n.a.
2022-Aug-18,13:00,*m,9,50,10.61,13,5,47.4,84.93619,29.117851,-26.716,-10.589,1.012225214,-0.7068687,0,/?,0,2.3865341,109.64339,-1.392276,n.a.,n.a.
2022-Aug-19,13:00,*m,9,53,53.61,12,46,19.4,85.31325,29.094324,-26.716,-10.589,1.012036836,-0.7132615,0,/?,0,2.3876727,109.85554,-1.404407,n.a.,n.a.
2022-Aug-20,13:00,*m,9,57,36.12,12,26,39.2,85.694428,29.070911,-26.717,-10.589,1.011844843,-0.7199716,0,/?,0,2.3888233,110.06219,-1.41715,n.a.,n.a.
2022-Aug-21,13:00,*m,10,1,18.18,12,6,47,86.079615,29.047563,-26.717,-10.589,1.011649054,-0.7269625,0,/?,0,2.3899804,110.26332,-1.430439,n.a.,n.a.
2022-Aug-22,13:00,*m,10,4,59.79,11,46,43.3,86.468701,29.024227,-26.717,-10.589,1.011449309,-0.7341965,0,/?,0,2.3911391,110.45887,-1.4442,n.a.,n.a.
2022-Aug-23,13:00,*m,10,8,40.97,11,26,28.3,86.861574,29.000853,-26.718,-10.589,1.011245468,-0.741634,0,/?,0,2.3922948,110.6488,-1.458359,n.a.,n.a.
2022-Aug-24,13:00,*m,10,12,21.71,11,6,2.4,87.258122,28.97739,-26.718,-10.589,1.011037418,-0.7492315,0,/?,0,2.3934431,110.83309,-1.472835,n.a.,n.a.
2022-Aug-25,13:00,*m,10,16,2.04,10,45,25.8,87.658231,28.953788,-26.719,-10.589,1.01082507,-0.7569386,0,/?,0,2.3945798,111.01168,-1.48753,n.a.,n.a.
2022-Aug-26,13:00,*m,10,19,41.97,10,24,39,88.061783,28.929997,-26.719,-10.589,1.010608369,-0.7646957,0,/?,0,2.3957009,111.18453,-1.502332,n.a.,n.a.
2022-Aug-27,13:00,*m,10,23,21.5,10,3,42.2,88.468663,28.905966,-26.72,-10.589,1.010387294,-0.7724325,0,/?,0,2.3968029,111.3516,-1.517105,n.a.,n.a.
2022-Aug-28,13:00,*m,10,27,0.66,9,42,35.8,88.878753,28.881647,-26.72,-10.589,1.01016187,-0.780067,0,/?,0,2.3978834,111.51284,-1.531692,n.a.,n.a.
2022-Aug-29,13:00,*m,10,30,39.44,9,21,20.2,89.291933,28.856987,-26.721,-10.589,1.009932172,-0.7875079,0,/?,0,2.398941,111.66821,-1.545914,n.a.,n.a.
2022-Aug-30,13:00,*,10,34,17.87,8,59,55.6,89.708083,28.831936,-26.721,-10.589,1.00969833,-0.7946567,0,/?,0,2.3999759,111.81767,-1.559581,n.a.,n.a.
2022-Aug-31,13:00,*,10,37,55.96,8,38,22.5,90.127079,28.80644,-26.722,-10.589,1.00946053,-0.8014122,0,/?,0,2.4009902,111.96119,-1.572493,n.a.,n.a.
2022-Sep-01,13:00,*,10,41,33.71,8,16,41.1,90.548799,28.780445,-26.722,-10.589,1.009219017,-0.8076751,0,/?,0,2.4019877,112.09872,-1.584455,n.a.,n.a.
2022-Sep-02,13:00,*,10,45,11.15,7,54,51.9,90.973113,28.753894,-26.723,-10.589,1.008974092,-0.8133535,0,/?,0,2.4029744,112.23025,-1.595284,n.a.,n.a.
2022-Sep-03,13:00,*,10,48,48.3,7,32,55.1,91.399893,28.726727,-26.723,-10.589,1.008726105,-0.8183696,0,/?,0,2.4039584,112.35576,-1.604822,n.a.,n.a.
2022-Sep-04,13:00,*,10,52,25.16,7,10,51.2,91.829007,28.69888,-26.724,-10.589,1.008475444,-0.822667,0,/?,0,2.4049496,112.47523,-1.612953,n.a.,n.a.
2022-Sep-05,13:00,*,10,56,1.75,6,48,40.3,92.26032,28.670284,-26.724,-10.589,1.008222522,-0.8262199,0,/?,0,2.4059595,112.58868,-1.619619,n.a.,n.a.
2022-Sep-06,13:00,*,10,59,38.1,6,26,23,92.693697,28.640867,-26.725,-10.589,1.007967757,-0.8290431,0,/?,0,2.4070007,112.6961,-1.624841,n.a.,n.a.
2022-Sep-07,13:00,*,11,3,14.22,6,3,59.4,93.129002,28.61055,-26.725,-10.589,1.007711541,-0.8311983,0,/?,0,2.4080857,112.79751,-1.628731,n.a.,n.a.
2022-Sep-08,13:00,*,11,6,50.14,5,41,29.9,93.566103,28.579252,-26.726,-10.589,1.007454221,-0.8327956,0,/?,0,2.409225,112.89293,-1.631496,n.a.,n.a.
2022-Sep-09,13:00,*,11,10,25.88,5,18,54.8,94.004866,28.546887,-26.727,-10.589,1.007196065,-0.8339841,0,/?,0,2.4104258,112.98239,-1.633422,n.a.,n.a.
2022-Sep-10,13:00,*,11,14,1.47,4,56,14.3,94.445161,28.513365,-26.727,-10.589,1.006937251,-0.834933,0,/?,0,2.411691,113.06591,-1.634839,n.a.,n.a.
2022-Sep-11,13:00,*,11,17,36.92,4,33,28.8,94.886857,28.478598,-26.728,-10.589,1.006677856,-0.8358086,0,/?,0,2.4130188,113.14351,-1.636071,n.a.,n.a.
2022-Sep-12,13:00,*m,11,21,12.25,4,10,38.6,95.329822,28.442499,-26.728,-10.589,1.006417868,-0.8367528,0,/?,0,2.4144033,113.2152,-1.6374,n.a.,n.a.
2022-Sep-13,13:00,*m,11,24,47.51,3,47,44,95.773922,28.404987,-26.729,-10.589,1.006157206,-0.837871,0,/?,0,2.4158363,113.28097,-1.639035,n.a.,n.a.
2022-Sep-14,13:00,*m,11,28,22.69,3,24,45.2,96.219018,28.365981,-26.729,-10.589,1.005895737,-0.8392296,0,/?,0,2.4173085,113.34083,-1.641113,n.a.,n.a.
2022-Sep-15,13:00,*m,11,31,57.83,3,1,42.7,96.664969,28.325408,-26.73,-10.589,1.005633299,-0.8408619,0,/?,0,2.4188107,113.39474,-1.643704,n.a.,n.a.
2022-Sep-16,13:00,*m,11,35,32.95,2,38,36.6,97.111632,28.2832,-26.73,-10.589,1.005369721,-0.8427771,0,/?,0,2.4203346,113.4427,-1.646832,n.a.,n.a.
2022-Sep-17,13:00,*m,11,39,8.07,2,15,27.3,97.558861,28.239291,-26.731,-10.589,1.00510483,-0.8449697,0,/?,0,2.4218731,113.48468,-1.65049,n.a.,n.a.
2022-Sep-18,13:00,*m,11,42,43.2,1,52,15.1,98.006506,28.19362,-26.732,-10.589,1.004838458,-0.8474265,0,/?,0,2.4234197,113.52065,-1.654657,n.a.,n.a.
2022-Sep-19,13:00,*m,11,46,18.38,1,29,0.5,98.45442,28.146131,-26.732,-10.589,1.004570448,-0.8501314,0,/?,0,2.4249687,113.55059,-1.659304,n.a.,n.a.
2022-Sep-20,13:00,*m,11,49,53.61,1,5,43.6,98.902449,28.096768,-26.733,-10.589,1.00430065,-0.853066,0,/?,0,2.4265147,113.57448,-1.6644,n.a.,n.a.
2022-Sep-21,13:00,*m,11,53,28.91,0,42,24.9,99.350442,28.045482,-26.733,-10.589,1.004028928,-0.8562094,0,/?,0,2.4280524,113.59227,-1.669907,n.a.,n.a.
2022-Sep-22,13:00,*m,11,57,4.31,0,19,4.7,99.798246,27.992227,-26.734,-10.589,1.003755159,-0.8595347,0,/?,0,2.429576,113.60395,-1.675777,n.a.,n.a.
2022-Sep-23,13:00,*m,12,0,39.82,0,4,16.7,100.245705,27.93696,-26.735,-10.589,1.003479237,-0.8630054,0,/?,0,2.4310798,113.60947,-1.681943,n.a.,n.a.
2022-Sep-24,13:00,*m,12,4,15.47,0,27,38.9,100.692665,27.879642,-26.735,-10.589,1.003201085,-0.8665701,0,/?,0,2.4325578,113.60881,-1.688309,n.a.,n.a.
2022-Sep-25,13:00,*m,12,7,51.26,0,51,1.5,101.13897,27.82024,-26.736,-10.589,1.002920656,-0.8701598,0,/?,0,2.4340046,113.60193,-1.694745,n.a.,n.a.
2022-Sep-26,13:00,*m,12,11,27.22,-1,14,24.1,101.584466,27.758721,-26.736,-10.589,1.002637951,-0.8736854,0,/?,0,2.4354157,113.5888,-1.701082,n.a.,n.a.
2022-Sep-27,13:00,*m,12,15,3.36,-1,37,46.5,102.028996,27.695059,-26.737,-10.589,1.00235303,-0.8770402,0,/?,0,2.436788,113.56937,-1.707115,n.a.,n.a.
2022-Sep-28,13:00,*,12,18,39.7,-2,1,8.1,102.472404,27.62923,-26.738,-10.589,1.002066016,-0.8801046,0,/?,0,2.438121,113.54363,-1.712614,n.a.,n.a.
2022-Sep-29,13:00,*,12,22,16.26,-2,24,28.7,102.914532,27.561211,-26.738,-10.589,1.001777104,-0.8827555,0,/?,0,2.4394165,113.51155,-1.717338,n.a.,n.a.
2022-Sep-30,13:00,*,12,25,53.05,-2,47,47.9,103.355223,27.490984,-26.739,-10.589,1.001486559,-0.8848754,0,/?,0,2.4406792,113.47312,-1.721057,n.a.,n.a.
2022-Oct-01,13:00,*,12,29,30.09,-3,11,5.2,103.794316,27.418527,-26.74,-10.589,1.001194709,-0.8863632,0,/?,0,2.4419165,113.42834,-1.723571,n.a.,n.a.
2022-Oct-02,13:00,*,12,33,7.4,-3,34,20.4,104.23165,27.343821,-26.74,-10.589,1.000901935,-0.8871424,0,/?,0,2.4431377,113.37722,-1.724725,n.a.,n.a.
2022-Oct-03,13:00,*,12,36,45.01,-3,57,33,104.667064,27.266843,-26.741,-10.589,1.000608655,-0.8871679,0,/?,0,2.4443539,113.31976,-1.724424,n.a.,n.a.
2022-Oct-04,13:00,*,12,40,22.92,-4,20,42.7,105.100395,27.187571,-26.741,-10.589,1.000315299,-0.8864314,0,/?,0,2.4455769,113.25599,-1.722644,n.a.,n.a.
2022-Oct-05,13:00,*,12,44,1.16,-4,43,49.1,105.531484,27.105979,-26.742,-10.589,1.000022296,-0.8849636,0,/?,0,2.4468186,113.18592,-1.719436,n.a.,n.a.
2022-Oct-06,13:00,*,12,47,39.75,-5,6,51.9,105.960171,27.022039,-26.743,-10.589,0.999730041,-0.8828348,0,/?,0,2.4480898,113.10957,-1.71493,n.a.,n.a.
2022-Oct-07,13:00,*,12,51,18.72,-5,29,50.7,106.386302,26.935723,-26.743,-10.589,0.999438881,-0.8801502,0,/?,0,2.4493992,113.02697,-1.709322,n.a.,n.a.
2022-Oct-08,13:00,*,12,54,58.09,-5,52,45.2,106.809722,26.847,-26.744,-10.589,0.999149096,-0.877041,0,/?,0,2.4507529,112.93814,-1.702863,n.a.,n.a.
2022-Oct-09,13:00,*,12,58,37.88,-6,15,35.2,107.23028,26.755842,-26.745,-10.589,0.998860884,-0.8736503,0,/?,0,2.4521532,112.84308,-1.695829,n.a.,n.a.
2022-Oct-10,13:00,*,13,2,18.11,-6,38,20.1,107.647826,26.662223,-26.745,-10.589,0.998574361,-0.870118,0,/?,0,2.453599,112.74179,-1.688493,n.a.,n.a.
2022-Oct-11,13:00,*,13,5,58.82,-7,0,59.8,108.062208,26.566122,-26.746,-10.589,0.998289568,-0.8665674,0,/?,0,2.4550866,112.63429,-1.681094,n.a.,n.a.
2022-Oct-12,13:00,*m,13,9,40.01,-7,23,33.8,108.473277,26.467523,-26.746,-10.589,0.998006482,-0.863097,0,/?,0,2.4566097,112.52056,-1.673829,n.a.,n.a.
2022-Oct-13,13:00,*m,13,13,21.72,-7,46,1.8,108.880881,26.366415,-26.747,-10.589,0.997725031,-0.8597779,0,/?,0,2.4581614,112.40058,-1.666839,n.a.,n.a.
2022-Oct-14,13:00,*m,13,17,3.96,-8,8,23.5,109.284869,26.262795,-26.748,-10.589,0.99744511,-0.8566569,0,/?,0,2.4597344,112.27434,-1.66022,n.a.,n.a.
2022-Oct-15,13:00,*m,13,20,46.75,-8,30,38.5,109.68509,26.156666,-26.748,-10.589,0.997166592,-0.8537615,0,/?,0,2.4613219,112.14181,-1.654031,n.a.,n.a.
2022-Oct-16,13:00,*m,13,24,30.12,-8,52,46.3,110.081393,26.048036,-26.749,-10.589,0.996889341,-0.8511072,0,/?,0,2.4629173,112.00299,-1.648303,n.a.,n.a.
2022-Oct-17,13:00,*m,13,28,14.08,-9,14,46.8,110.47363,25.936919,-26.749,-10.589,0.996613211,-0.848702,0,/?,0,2.4645148,111.85785,-1.643058,n.a.,n.a.
2022-Oct-18,13:00,*m,13,31,58.64,-9,36,39.4,110.861651,25.823334,-26.75,-10.589,0.996338057,-0.8465509,0,/?,0,2.4661087,111.70637,-1.638308,n.a.,n.a.
2022-Oct-19,13:00,*m,13,35,43.83,-9,58,23.8,111.245312,25.707308,-26.751,-10.589,0.996063729,-0.8446569,0,/?,0,2.4676935,111.54854,-1.634062,n.a.,n.a.
2022-Oct-20,13:00,*m,13,39,29.67,-10,19,59.6,111.624468,25.58887,-26.751,-10.589,0.995790078,-0.8430198,0,/?,0,2.469263,111.38433,-1.630323,n.a.,n.a.
2022-Oct-21,13:00,*m,13,43,16.16,-10,41,26.3,111.998977,25.468057,-26.752,-10.589,0.995516956,-0.8416331,0,/?,0,2.4708107,111.21373,-1.627083,n.a.,n.a.
2022-Oct-22,13:00,*m,13,47,3.32,-11,2,43.7,112.368699,25.344911,-26.752,-10.589,0.995244224,-0.8404777,0,/?,0,2.4723294,111.03672,-1.62431,n.a.,n.a.
2022-Oct-23,13:00,*m,13,50,51.16,-11,23,51.2,112.733499,25.21948,-26.753,-10.589,0.994971758,-0.839515,0,/?,0,2.473811,110.85327,-1.621933,n.a.,n.a.
2022-Oct-24,13:00,*m,13,54,39.7,-11,44,48.4,113.093243,25.091818,-26.754,-10.589,0.994699466,-0.83868,0,/?,0,2.4752479,110.66338,-1.619833,n.a.,n.a.
2022-Oct-25,13:00,*m,13,58,28.95,-12,5,35,113.447804,24.961986,-26.754,-10.589,0.994427301,-0.8378771,0,/?,0,2.4766332,110.46703,-1.617829,n.a.,n.a.
2022-Oct-26,13:00,*m,14,2,18.92,-12,26,10.5,113.797055,24.830048,-26.755,-10.589,0.99415528,-0.8369818,0,/?,0,2.477962,110.26421,-1.615686,n.a.,n.a.
2022-Oct-27,13:00,*,14,6,9.61,-12,46,34.5,114.140873,24.696076,-26.755,-10.589,0.993883501,-0.8358497,0,/?,0,2.4792326,110.05494,-1.613127,n.a.,n.a.
2022-Oct-28,13:00,*,14,10,1.03,-13,6,46.5,114.479138,24.560144,-26.756,-10.589,0.993612146,-0.8343311,0,/?,0,2.4804471,109.83925,-1.609862,n.a.,n.a.
2022-Oct-29,13:00,*,14,13,53.2,-13,26,46.2,114.811732,24.422327,-26.757,-10.589,0.993341481,-0.8322889,0,/?,0,2.4816113,109.61715,-1.605623,n.a.,n.a.
2022-Oct-30,13:00,*,14,17,46.12,-13,46,33,115.138536,24.282703,-26.757,-10.589,0.993071846,-0.8296141,0,/?,0,2.4827344,109.38871,-1.600197,n.a.,n.a.
2022-Oct-31,13:00,*,14,21,39.8,-14,6,6.5,115.459434,24.141347,-26.758,-10.589,0.992803631,-0.8262358,0,/?,0,2.4838274,109.15398,-1.593438,n.a.,n.a.
2022-Nov-01,13:00,*,14,25,34.25,-14,25,26.5,115.774313,23.998333,-26.758,-10.589,0.992537258,-0.8221247,0,/?,0,2.4849023,108.91301,-1.585284,n.a.,n.a.
2022-Nov-02,13:00,*,14,29,29.47,-14,44,32.4,116.083063,23.853731,-26.759,-10.589,0.992273152,-0.8172912,0,/?,0,2.485971,108.66586,-1.575745,n.a.,n.a.
2022-Nov-03,13:00,*,14,33,25.48,-15,3,23.8,116.385579,23.70761,-26.76,-10.589,0.992011726,-0.8117808,0,/?,0,2.4870444,108.41258,-1.564904,n.a.,n.a.
2022-Nov-04,13:00,*,14,37,22.29,-15,22,0.4,116.681758,23.560038,-26.76,-10.589,0.991753353,-0.8056679,0,/?,0,2.4881318,108.15323,-1.552896,n.a.,n.a.
2022-Nov-05,13:00,*,14,41,19.91,-15,40,21.9,116.971505,23.41108,-26.761,-10.589,0.991498362,-0.7990493,0,/?,0,2.4892403,107.88786,-1.539904,n.a.,n.a.
2022-Nov-06,13:00,*,14,45,18.34,-15,58,27.7,117.254724,23.260802,-26.761,-10.589,0.991247018,-0.7920356,0,/?,0,2.4903749,107.61652,-1.526138,n.a.,n.a.
2022-Nov-07,13:00,*,14,49,17.6,-16,16,17.5,117.531327,23.10927,-26.762,-10.589,0.990999523,-0.784744,0,/?,0,2.4915378,107.33925,-1.511822,n.a.,n.a.
2022-Nov-08,13:00,*,14,53,17.69,-16,33,51,117.801227,22.956553,-26.762,-10.589,0.990756011,-0.777289,0,/?,0,2.4927292,107.05609,-1.497175,n.a.,n.a.
2022-Nov-09,13:00,*,14,57,18.63,-16,51,7.8,118.064339,22.802724,-26.763,-10.589,0.990516553,-0.7697756,0,/?,0,2.4939468,106.76708,-1.482402,n.a.,n.a.
2022-Nov-10,13:00,*m,15,1,20.42,-17,8,7.4,118.320581,22.647857,-26.763,-10.589,0.990281162,-0.7622937,0,/?,0,2.495187,106.47226,-1.467678,n.a.,n.a.
2022-Nov-11,13:00,*m,15,5,23.05,-17,24,49.6,118.569874,22.492033,-26.764,-10.589,0.990049808,-0.7549163,0,/?,0,2.4964451,106.17166,-1.453145,n.a.,n.a.
2022-Nov-12,13:00,*m,15,9,26.55,-17,41,13.9,118.81214,22.335337,-26.764,-10.589,0.989822422,-0.7477002,0,/?,0,2.4977158,105.86533,-1.438917,n.a.,n.a.
2022-Nov-13,13:00,*m,15,13,30.91,-17,57,19.9,119.047305,22.177856,-26.765,-10.589,0.989598905,-0.7406882,0,/?,0,2.4989938,105.55331,-1.425078,n.a.,n.a.
2022-Nov-14,13:00,*m,15,17,36.13,-18,13,7.3,119.275299,22.019683,-26.765,-10.589,0.98937914,-0.7339139,0,/?,0,2.5002739,105.23565,-1.411696,n.a.,n.a.
2022-Nov-15,13:00,*m,15,21,42.22,-18,28,35.6,119.496053,21.860915,-26.766,-10.589,0.98916299,-0.7274047,0,/?,0,2.501551,104.91238,-1.398826,n.a.,n.a.
2022-Nov-16,13:00,*m,15,25,49.16,-18,43,44.5,119.709504,21.701652,-26.766,-10.589,0.988950305,-0.7211856,0,/?,0,2.5028199,104.58358,-1.386518,n.a.,n.a.
2022-Nov-17,13:00,*m,15,29,56.96,-18,58,33.6,119.915592,21.541997,-26.767,-10.589,0.988740921,-0.7152801,0,/?,0,2.5040751,104.24929,-1.374821,n.a.,n.a.
2022-Nov-18,13:00,*m,15,34,5.62,-19,13,2.6,120.114262,21.382058,-26.767,-10.589,0.988534661,-0.7097095,0,/?,0,2.5053105,103.90958,-1.363778,n.a.,n.a.
2022-Nov-19,13:00,*m,15,38,15.12,-19,27,10.9,120.305461,21.221945,-26.768,-10.589,0.988331337,-0.7044889,0,/?,0,2.5065189,103.5645,-1.353421,n.a.,n.a.
2022-Nov-20,13:00,*m,15,42,25.46,-19,40,58.3,120.489145,21.061776,-26.768,-10.589,0.988130757,-0.6996199,0,/?,0,2.5076918,103.21413,-1.343757,n.a.,n.a.
